Location_key,Region_name,District,Population_density,Terrain_type,Distance_to_water
999,Southwest Region,Kupe-Manenguba,307.02,Forest,16.16
1000,Northwest Region,Bui,120.94,Plains,1.43
1001,West Region,Nde,121.09,Coastal,10.89
1002,East Region,Kadey,374.07,Plains,15.64
1003,Northwest Region,Donga-Mantung,255.36,Plains,18.03
1004,East Region,Haut-Nyong,64.27,Forest,0.9
1005,Centre Region,Nyong-et-Kelle,291.35,Forest,15.64
1006,West Region,Menoua,147.45,Coastal,0.16
1007,South Region,Mvila,110.7,Plains,15.32
1008,Littoral Region,Wouri,338.69,Plains,11.12
1009,Littoral Region,Sanaga-Maritime,435.4,Coastal,13.4
1010,East Region,Kadey,205.15,Mountainous,3.49
1011,Southwest Region,Fako,436.37,Coastal,19.17
1012,South Region,Dja-et-Lobo,361.98,Mountainous,18.7
1013,South Region,Dja-et-Lobo,316.6,Forest,10.96
1014,East Region,Boumba-et-Ngoko,284.06,Mountainous,2.29
1015,West Region,Mifi,81.42,Plains,11.21
1016,West Region,Nde,459.08,Coastal,3.47
1017,North Region,Mayo-Rey,414.48,Forest,17.28
1018,East Region,Haut-Nyong,431.22,Forest,0.32
1019,Southwest Region,Lebialem,222.21,Mountainous,4.94
1020,Southwest Region,Kupe-Manenguba,267.03,Mountainous,18.88
1021,West Region,Bamboutos,104.16,Coastal,4.62
1022,Far North Region,Mayo-Kani,270.39,Forest,8.61
1023,Southwest Region,Meme,230.94,Coastal,7.35
1024,Littoral Region,Moungo,141.61,Coastal,4.32
1025,Centre Region,Lekie,347.37,Coastal,8.38
1026,Adamawa Region,Djerem,293.3,Plains,7.9
1027,Southwest Region,Fako,128.39,Plains,17.5
1028,East Region,Lom-et-Djerem,343.18,Plains,11.84
1029,Far North Region,Mayo-Sava,96.66,Coastal,8.24
1030,North Region,Benoue,316.6,Forest,7.15
1031,Far North Region,Mayo-Tsanaga,420.29,Coastal,15.58
1032,North Region,Mayo-Rey,445.32,Coastal,19.61
1033,North Region,Mayo-Louti,236.55,Plains,13.03
1034,Adamawa Region,Mayo-Banyo,244.49,Coastal,9.09
1035,Southwest Region,Meme,91.94,Mountainous,18.4
1036,Littoral Region,Sanaga-Maritime,122.66,Forest,6.39
1037,Northwest Region,Ngo-Ketunjia,364.92,Mountainous,12.31
1038,Southwest Region,Lebialem,257.52,Plains,18.98
1039,East Region,Lom-et-Djerem,149.29,Forest,12.77
1040,Southwest Region,Ndian,422.8,Forest,4.88
1041,Littoral Region,Nkam,196.39,Mountainous,1.03
1042,Northwest Region,Mezam,348.06,Forest,16.71
1043,North Region,Mayo-Rey,428.68,Coastal,2.94
1044,Adamawa Region,Djerem,248.95,Coastal,10.96
1045,Southwest Region,Lebialem,131.55,Plains,10.35
1046,Far North Region,Mayo-Sava,319.11,Mountainous,7.67
1047,North Region,Mayo-Rey,461.61,Mountainous,9.4
1048,East Region,Boumba-et-Ngoko,425.46,Mountainous,3.13
1049,Far North Region,Mayo-Tsanaga,71.2,Forest,19.07
1050,Centre Region,Nyong-et-Kelle,420.92,Plains,15.5
1051,Northwest Region,Bui,448.08,Coastal,16.09
1052,North Region,Benoue,130.62,Coastal,1.76
1053,Northwest Region,Bui,410.22,Mountainous,19.36
1054,Littoral Region,Nkam,388.44,Forest,1.9
1055,Southwest Region,Kupe-Manenguba,368.56,Plains,4.49
1056,Northwest Region,Bui,481.13,Coastal,18.58
1057,Adamawa Region,Mbere,73.89,Coastal,8.84
1058,Northwest Region,Mezam,333.95,Coastal,15.66
1059,Littoral Region,Nkam,432.32,Plains,2.25
1060,Far North Region,Mayo-Sava,294.04,Plains,10.1
1061,South Region,Ocean,221.21,Coastal,8.61
1062,Centre Region,Nyong-et-Kelle,407.31,Plains,0.19
1063,Northwest Region,Momo,334.05,Coastal,15.94
1064,Far North Region,Mayo-Tsanaga,485.04,Mountainous,14.85
1065,Centre Region,Nyong-et-Kelle,425.4,Plains,19.93
1066,Littoral Region,Nkam,286.68,Forest,10.46
1067,Southwest Region,Kupe-Manenguba,303.67,Forest,6.43
1068,Northwest Region,Mezam,146.46,Mountainous,3.03
1069,East Region,Lom-et-Djerem,458.18,Plains,10.2
1070,Far North Region,Diamare,73.19,Forest,14.84
1071,Southwest Region,Lebialem,460.94,Mountainous,5.21
1072,North Region,Mayo-Rey,359.02,Forest,9.81
1073,Southwest Region,Kupe-Manenguba,212.53,Mountainous,4.27
1074,South Region,Dja-et-Lobo,58.62,Coastal,11.13
1075,Northwest Region,Momo,386.4,Forest,10.35
1076,South Region,Dja-et-Lobo,180.07,Mountainous,11.29
1077,Littoral Region,Moungo,84.22,Plains,9.01
1078,Southwest Region,Kupe-Manenguba,125.58,Coastal,16.81
1079,Southwest Region,Kupe-Manenguba,74.98,Plains,5.2
1080,North Region,Mayo-Louti,217.84,Plains,15.48
1081,Far North Region,Mayo-Danay,106.94,Mountainous,3.31
1082,Southwest Region,Lebialem,275.14,Mountainous,7.08
1083,Centre Region,Lekie,383.98,Plains,4.46
1084,Northwest Region,Momo,222.74,Forest,2.22
1085,Adamawa Region,Djerem,406.08,Coastal,16.99
1086,North Region,Mayo-Rey,51.1,Mountainous,13.87
1087,Northwest Region,Mezam,398.44,Plains,11.56
1088,Littoral Region,Wouri,51.55,Mountainous,0.35
1089,Far North Region,Diamare,174.33,Coastal,15.56
1090,West Region,Menoua,102.12,Mountainous,14.12
1091,Adamawa Region,Djerem,405.26,Plains,18.03
1092,Northwest Region,Momo,421.3,Mountainous,6.46
1093,Far North Region,Mayo-Sava,459.7,Mountainous,16.07
1094,South Region,Dja-et-Lobo,317.88,Forest,7.44
1095,Adamawa Region,Vina,217.51,Coastal,6.79
1096,Adamawa Region,Djerem,324.82,Forest,15.55
1097,Adamawa Region,Mbere,55.52,Coastal,17.55
1098,Northwest Region,Bui,448.72,Mountainous,0.69
1099,North Region,Benoue,492.52,Mountainous,16.53
1100,South Region,Dja-et-Lobo,368.83,Forest,1.82
1101,Littoral Region,Moungo,199.78,Coastal,19.48
1102,North Region,Mayo-Louti,189.25,Coastal,14.23
1103,Littoral Region,Wouri,277.32,Mountainous,2.85
1104,Northwest Region,Donga-Mantung,164.58,Forest,12.1
1105,Littoral Region,Nkam,159.44,Mountainous,2.65
1106,Far North Region,Mayo-Kani,413.42,Forest,12.18
1107,Littoral Region,Nkam,112.37,Coastal,10.52
1108,Adamawa Region,Mayo-Banyo,499.04,Forest,12.26
1109,Southwest Region,Ndian,251.03,Plains,10.86
1110,Northwest Region,Donga-Mantung,483.94,Forest,14.12
1111,North Region,Mayo-Louti,480.27,Forest,2.34
1112,West Region,Mifi,71.32,Mountainous,15.42
1113,Northwest Region,Donga-Mantung,142.06,Forest,15.86
1114,Littoral Region,Nkam,152.62,Forest,18.69
1115,Far North Region,Diamare,219.91,Mountainous,12.03
1116,East Region,Haut-Nyong,310.55,Forest,14.67
1117,North Region,Benoue,307.65,Plains,17.88
1118,Littoral Region,Moungo,320.87,Mountainous,6.74
1119,Centre Region,Mbam-et-Kim,74.17,Mountainous,14.09
1120,Far North Region,Mayo-Danay,102.76,Forest,13.25
1121,Far North Region,Mayo-Danay,62.06,Coastal,12.37
1122,Northwest Region,Ngo-Ketunjia,288.19,Coastal,16.08
1123,North Region,Mayo-Rey,374.99,Plains,5.57
1124,Far North Region,Mayo-Danay,224.08,Mountainous,15.2
1125,Centre Region,Nyong-et-Kelle,345.63,Mountainous,19.12
1126,Centre Region,Nyong-et-Kelle,79.35,Forest,4.79
1127,Northwest Region,Ngo-Ketunjia,86.07,Forest,11.58
1128,South Region,Ocean,288.53,Coastal,8.12
1129,East Region,Kadey,343.82,Coastal,8.55
1130,Far North Region,Mayo-Kani,210.4,Mountainous,4.94
1131,Northwest Region,Donga-Mantung,131.29,Plains,7.59
1132,North Region,Faro,399.92,Coastal,10.76
1133,Littoral Region,Wouri,324.14,Plains,17.22
1134,East Region,Kadey,395.82,Plains,19.9
1135,South Region,Dja-et-Lobo,276.7,Forest,12.42
1136,South Region,Vallee-du-Ntem,171.34,Plains,17.18
1137,Northwest Region,Donga-Mantung,131.11,Coastal,14.82
1138,Far North Region,Mayo-Danay,335.13,Coastal,17.69
1139,Adamawa Region,Mbere,61.57,Plains,10.47
1140,Northwest Region,Bui,406.57,Coastal,16.34
1141,North Region,Benoue,356.15,Mountainous,2.01
1142,Littoral Region,Wouri,353.93,Forest,2.24
1143,West Region,Haut-Nkam,420.28,Forest,8.58
1144,Adamawa Region,Mbere,195.04,Mountainous,15.34
1145,Adamawa Region,Faro-et-Deo,304.97,Forest,13.19
1146,Littoral Region,Moungo,171.83,Coastal,18.2
1147,North Region,Benoue,386.93,Coastal,7.4
1148,East Region,Haut-Nyong,335.09,Coastal,13.69
1149,Far North Region,Mayo-Kani,315.6,Coastal,14.21
1150,Far North Region,Mayo-Tsanaga,366.33,Forest,13.91
1151,West Region,Haut-Nkam,85.94,Coastal,8.1
1152,South Region,Dja-et-Lobo,442.19,Mountainous,1.63
1153,South Region,Mvila,134.27,Mountainous,1.68
1154,South Region,Mvila,289.21,Plains,17.56
1155,West Region,Haut-Nkam,433.4,Coastal,16.72
1156,North Region,Benoue,330.2,Plains,16.94
1157,Northwest Region,Mezam,498.3,Forest,7.76
1158,Far North Region,Mayo-Kani,216.99,Coastal,8.94
1159,East Region,Kadey,389.14,Coastal,13.14
1160,Littoral Region,Wouri,478.36,Mountainous,0.83
1161,North Region,Benoue,104.79,Coastal,18.33
1162,Centre Region,Mfoundi,446.91,Coastal,7.72
1163,Northwest Region,Momo,58.76,Coastal,7.31
1164,Littoral Region,Nkam,194.8,Forest,4.63
1165,Adamawa Region,Djerem,340.87,Forest,18.35
1166,Northwest Region,Mezam,262.99,Mountainous,2.0
1167,Centre Region,Nyong-et-Kelle,290.11,Plains,12.7
1168,East Region,Boumba-et-Ngoko,137.79,Mountainous,17.0
1169,Centre Region,Haute-Sanaga,336.82,Coastal,12.72
1170,North Region,Mayo-Louti,148.63,Forest,5.48
1171,North Region,Faro,265.64,Forest,5.67
1172,Centre Region,Mbam-et-Kim,206.64,Plains,9.46
1173,Southwest Region,Ndian,111.75,Mountainous,6.92
1174,South Region,Mvila,400.54,Forest,12.3
1175,West Region,Nde,398.62,Plains,19.23
1176,Adamawa Region,Vina,295.99,Coastal,7.71
1177,Far North Region,Mayo-Tsanaga,443.45,Coastal,13.58
1178,Far North Region,Mayo-Kani,458.54,Plains,12.53
1179,Adamawa Region,Mbere,73.62,Forest,19.08
1180,South Region,Mvila,202.55,Coastal,6.82
1181,Far North Region,Diamare,305.18,Mountainous,10.88
1182,Far North Region,Diamare,109.46,Coastal,9.32
1183,West Region,Mifi,311.36,Forest,14.26
1184,Littoral Region,Sanaga-Maritime,244.12,Forest,18.56
1185,Adamawa Region,Djerem,463.89,Plains,15.82
1186,Centre Region,Nyong-et-Kelle,306.29,Forest,9.46
1187,East Region,Boumba-et-Ngoko,485.8,Mountainous,4.12
1188,Southwest Region,Meme,474.31,Mountainous,9.75
1189,Centre Region,Mbam-et-Kim,458.26,Mountainous,7.66
1190,Northwest Region,Mezam,291.92,Coastal,9.99
1191,Southwest Region,Lebialem,298.45,Mountainous,8.21
1192,Southwest Region,Ndian,265.8,Coastal,4.73
1193,West Region,Nde,278.23,Plains,5.47
1194,North Region,Benoue,443.18,Coastal,16.19
1195,Adamawa Region,Vina,367.99,Forest,10.89
1196,West Region,Nde,388.42,Mountainous,16.46
1197,Northwest Region,Momo,112.16,Coastal,15.52
1198,East Region,Kadey,347.35,Mountainous,6.06
1199,Adamawa Region,Djerem,91.43,Plains,1.63
1200,North Region,Faro,144.4,Mountainous,17.89
1201,Southwest Region,Ndian,315.09,Coastal,14.58
1202,East Region,Haut-Nyong,253.29,Coastal,13.99
1203,East Region,Haut-Nyong,114.92,Coastal,18.97
1204,North Region,Faro,418.12,Mountainous,9.33
1205,East Region,Haut-Nyong,263.05,Forest,13.64
1206,Adamawa Region,Mbere,258.65,Forest,3.9
1207,West Region,Menoua,50.83,Mountainous,11.29
1208,North Region,Faro,321.98,Plains,12.93
1209,Centre Region,Lekie,73.26,Mountainous,0.91
1210,South Region,Dja-et-Lobo,174.13,Plains,3.04
1211,West Region,Nde,392.81,Mountainous,9.27
1212,Centre Region,Lekie,152.01,Mountainous,13.42
1213,South Region,Mvila,365.81,Coastal,12.51
1214,Littoral Region,Moungo,95.71,Mountainous,15.62
1215,Southwest Region,Fako,417.57,Plains,19.07
1216,South Region,Mvila,206.84,Forest,8.13
1217,East Region,Kadey,65.15,Coastal,4.69
1218,South Region,Mvila,316.15,Coastal,3.72
1219,South Region,Mvila,190.45,Plains,18.43
1220,North Region,Benoue,195.52,Plains,13.51
1221,Southwest Region,Lebialem,178.6,Coastal,8.79
1222,Centre Region,Mfoundi,66.58,Coastal,17.89
1223,North Region,Mayo-Louti,260.34,Plains,0.55
1224,Littoral Region,Nkam,171.33,Coastal,15.94
1225,Adamawa Region,Vina,499.27,Coastal,11.66
1226,Northwest Region,Momo,117.88,Forest,14.59
1227,Far North Region,Mayo-Kani,469.03,Plains,4.73
1228,Adamawa Region,Vina,295.53,Forest,19.41
1229,South Region,Dja-et-Lobo,485.15,Mountainous,2.03
1230,Adamawa Region,Mbere,364.58,Plains,6.04
1231,North Region,Mayo-Rey,182.49,Mountainous,12.34
1232,West Region,Bamboutos,341.26,Mountainous,11.97
1233,Adamawa Region,Vina,174.64,Plains,13.63
1234,Adamawa Region,Vina,243.31,Mountainous,4.22
1235,West Region,Nde,344.91,Forest,11.74
1236,Southwest Region,Kupe-Manenguba,450.41,Coastal,18.81
1237,Far North Region,Diamare,119.19,Plains,12.76
1238,Centre Region,Nyong-et-Kelle,221.51,Coastal,16.62
1239,Northwest Region,Ngo-Ketunjia,60.22,Forest,0.72
1240,Southwest Region,Fako,263.45,Coastal,2.23
1241,Adamawa Region,Faro-et-Deo,276.82,Plains,17.81
1242,Northwest Region,Bui,364.63,Plains,19.56
1243,North Region,Mayo-Louti,424.26,Forest,14.98
1244,Centre Region,Mfoundi,75.59,Forest,0.77
1245,North Region,Mayo-Rey,474.45,Plains,13.54
1246,Northwest Region,Donga-Mantung,315.23,Mountainous,17.46
1247,South Region,Dja-et-Lobo,220.96,Forest,5.8
1248,Far North Region,Mayo-Sava,488.53,Plains,11.27
1249,Southwest Region,Fako,162.42,Mountainous,2.11
1250,Northwest Region,Mezam,315.9,Mountainous,2.4
1251,North Region,Benoue,486.78,Plains,9.05
1252,Far North Region,Diamare,209.65,Forest,16.59
1253,Littoral Region,Nkam,144.17,Coastal,17.92
1254,Northwest Region,Bui,244.75,Forest,5.62
1255,Northwest Region,Momo,340.47,Forest,18.46
1256,Northwest Region,Donga-Mantung,86.04,Coastal,1.17
1257,Northwest Region,Momo,55.66,Forest,9.24
1258,East Region,Lom-et-Djerem,176.21,Coastal,6.14
1259,South Region,Dja-et-Lobo,91.05,Plains,7.85
1260,Northwest Region,Mezam,234.96,Plains,11.4
1261,Far North Region,Mayo-Danay,98.3,Coastal,8.04
1262,Centre Region,Mbam-et-Kim,176.36,Plains,1.42
1263,Northwest Region,Momo,252.87,Mountainous,1.19
1264,Adamawa Region,Faro-et-Deo,306.51,Forest,5.97
1265,South Region,Vallee-du-Ntem,291.16,Forest,0.72
1266,West Region,Bamboutos,318.21,Plains,7.8
1267,Northwest Region,Mezam,242.49,Forest,11.1
1268,South Region,Vallee-du-Ntem,257.75,Coastal,7.28
1269,South Region,Mvila,123.28,Plains,5.45
1270,Littoral Region,Wouri,224.81,Coastal,10.03
1271,East Region,Lom-et-Djerem,474.22,Mountainous,0.22
1272,Far North Region,Mayo-Tsanaga,402.03,Forest,13.79
1273,Far North Region,Mayo-Tsanaga,404.76,Forest,12.98
1274,Northwest Region,Donga-Mantung,446.95,Forest,4.18
1275,Adamawa Region,Mayo-Banyo,287.09,Forest,10.52
1276,North Region,Mayo-Louti,346.32,Coastal,5.4
1277,North Region,Mayo-Rey,383.51,Forest,18.38
1278,Southwest Region,Ndian,172.37,Forest,7.46
1279,Northwest Region,Momo,137.74,Coastal,16.71
1280,Littoral Region,Nkam,261.26,Forest,16.7
1281,West Region,Haut-Nkam,308.55,Forest,17.47
1282,Adamawa Region,Djerem,346.39,Forest,6.81
1283,Littoral Region,Sanaga-Maritime,278.21,Plains,10.07
1284,Far North Region,Mayo-Tsanaga,203.81,Mountainous,2.08
1285,East Region,Kadey,177.19,Forest,16.51
1286,Littoral Region,Wouri,458.7,Mountainous,2.43
1287,West Region,Bamboutos,341.4,Mountainous,4.28
1288,East Region,Haut-Nyong,430.69,Mountainous,2.89
1289,West Region,Haut-Nkam,291.72,Coastal,19.15
1290,Littoral Region,Wouri,406.7,Forest,15.84
1291,West Region,Haut-Nkam,165.29,Coastal,16.33
1292,North Region,Faro,224.04,Plains,8.54
1293,Littoral Region,Sanaga-Maritime,475.19,Forest,1.05
1294,Centre Region,Lekie,155.87,Forest,4.57
1295,Northwest Region,Ngo-Ketunjia,71.18,Mountainous,14.52
1296,West Region,Mifi,482.25,Plains,17.78
1297,Northwest Region,Donga-Mantung,237.93,Mountainous,12.69
1298,Southwest Region,Meme,101.57,Coastal,3.52
1299,Adamawa Region,Faro-et-Deo,400.97,Forest,0.68
1300,Far North Region,Mayo-Kani,273.61,Forest,1.45
1301,Centre Region,Haute-Sanaga,141.75,Mountainous,5.53
1302,Northwest Region,Ngo-Ketunjia,446.65,Coastal,18.58
1303,Northwest Region,Bui,369.41,Forest,16.49
1304,South Region,Mvila,365.98,Plains,7.13
1305,Northwest Region,Mezam,203.97,Forest,11.94
1306,North Region,Mayo-Louti,175.27,Forest,6.86
1307,Centre Region,Mbam-et-Kim,438.07,Forest,4.02
1308,West Region,Haut-Nkam,358.56,Forest,9.06
1309,Northwest Region,Bui,168.96,Mountainous,12.35
1310,Centre Region,Haute-Sanaga,116.6,Mountainous,0.3
1311,Centre Region,Mbam-et-Kim,263.07,Coastal,5.84
1312,Centre Region,Haute-Sanaga,344.46,Plains,18.93
1313,Northwest Region,Ngo-Ketunjia,426.4,Coastal,12.08
1314,Adamawa Region,Djerem,166.42,Plains,18.0
1315,Southwest Region,Kupe-Manenguba,327.49,Mountainous,16.87
1316,Southwest Region,Ndian,305.62,Forest,5.88
1317,Littoral Region,Wouri,76.81,Plains,8.39
1318,Adamawa Region,Vina,456.4,Mountainous,6.67
1319,Northwest Region,Ngo-Ketunjia,270.05,Plains,17.14
1320,West Region,Menoua,434.12,Mountainous,12.44
1321,North Region,Mayo-Louti,74.51,Forest,3.05
1322,Northwest Region,Momo,100.35,Mountainous,8.69
1323,North Region,Mayo-Louti,418.18,Mountainous,7.49
1324,Southwest Region,Meme,206.29,Mountainous,11.27
1325,North Region,Faro,378.67,Coastal,15.95
1326,Adamawa Region,Mayo-Banyo,82.96,Plains,0.81
1327,East Region,Kadey,266.36,Plains,15.87
1328,Southwest Region,Lebialem,493.59,Coastal,9.95
1329,North Region,Faro,243.77,Plains,9.72
1330,East Region,Boumba-et-Ngoko,96.82,Plains,18.89
1331,Adamawa Region,Mbere,491.83,Mountainous,10.24
1332,Southwest Region,Ndian,397.07,Coastal,14.22
1333,Adamawa Region,Mayo-Banyo,477.43,Mountainous,2.85
1334,North Region,Benoue,402.71,Coastal,1.48
1335,South Region,Mvila,335.79,Forest,16.47
1336,Northwest Region,Bui,415.52,Mountainous,0.12
1337,Southwest Region,Lebialem,374.29,Mountainous,0.13
1338,Northwest Region,Mezam,210.19,Plains,9.52
1339,Centre Region,Lekie,212.69,Plains,3.76
1340,East Region,Lom-et-Djerem,143.48,Coastal,3.1
1341,North Region,Faro,178.04,Coastal,4.72
1342,East Region,Boumba-et-Ngoko,114.65,Plains,18.65
1343,Adamawa Region,Vina,104.61,Plains,18.52
1344,East Region,Boumba-et-Ngoko,348.67,Forest,3.44
1345,East Region,Lom-et-Djerem,220.35,Coastal,3.8
1346,East Region,Lom-et-Djerem,171.48,Coastal,16.24
1347,Far North Region,Diamare,243.0,Mountainous,15.47
1348,Centre Region,Mbam-et-Kim,434.15,Forest,3.19
1349,South Region,Mvila,216.63,Plains,18.8
1350,South Region,Dja-et-Lobo,428.98,Coastal,15.33
1351,Littoral Region,Nkam,156.76,Forest,5.92
1352,North Region,Faro,488.85,Forest,0.42
1353,West Region,Mifi,224.96,Plains,5.56
1354,Adamawa Region,Mbere,214.34,Plains,8.62
1355,East Region,Kadey,266.83,Coastal,9.46
1356,Far North Region,Mayo-Tsanaga,224.94,Plains,4.41
1357,Northwest Region,Donga-Mantung,400.99,Coastal,16.42
1358,Southwest Region,Fako,50.18,Plains,16.14
1359,Littoral Region,Nkam,373.75,Forest,3.67
1360,Adamawa Region,Mbere,340.42,Mountainous,8.82
1361,Far North Region,Mayo-Kani,214.31,Forest,1.74
1362,Far North Region,Diamare,154.27,Forest,11.27
1363,West Region,Nde,430.34,Mountainous,11.03
1364,Littoral Region,Sanaga-Maritime,81.09,Forest,19.85
1365,South Region,Ocean,277.03,Plains,9.61
1366,Northwest Region,Ngo-Ketunjia,274.98,Plains,15.78
1367,East Region,Boumba-et-Ngoko,477.9,Forest,12.65
1368,East Region,Kadey,153.01,Coastal,16.76
1369,West Region,Mifi,117.63,Mountainous,1.59
1370,Northwest Region,Ngo-Ketunjia,438.73,Forest,3.37
1371,East Region,Lom-et-Djerem,490.86,Forest,2.73
1372,Northwest Region,Donga-Mantung,342.31,Plains,16.36
1373,Southwest Region,Kupe-Manenguba,246.92,Plains,17.05
1374,West Region,Mifi,115.0,Plains,1.63
1375,Littoral Region,Nkam,174.85,Mountainous,16.0
1376,East Region,Haut-Nyong,465.85,Mountainous,7.7
1377,Northwest Region,Mezam,200.12,Plains,17.67
1378,North Region,Faro,264.78,Forest,8.26
1379,Far North Region,Mayo-Kani,236.83,Plains,7.58
1380,East Region,Boumba-et-Ngoko,475.86,Coastal,6.14
1381,Far North Region,Mayo-Tsanaga,196.28,Plains,4.75
1382,Northwest Region,Bui,245.0,Plains,4.12
1383,Northwest Region,Momo,273.71,Forest,1.93
1384,East Region,Lom-et-Djerem,60.56,Plains,10.61
1385,North Region,Benoue,434.47,Plains,19.19
1386,West Region,Haut-Nkam,305.24,Coastal,16.04
1387,Northwest Region,Bui,370.89,Mountainous,18.85
1388,East Region,Lom-et-Djerem,145.75,Forest,8.58
1389,South Region,Mvila,271.17,Coastal,2.07
1390,Centre Region,Lekie,148.25,Mountainous,1.99
1391,West Region,Nde,195.83,Mountainous,19.23
1392,Littoral Region,Moungo,398.72,Coastal,6.22
1393,East Region,Boumba-et-Ngoko,103.05,Plains,19.28
1394,South Region,Vallee-du-Ntem,384.2,Mountainous,2.24
1395,North Region,Mayo-Rey,375.21,Forest,6.3
1396,East Region,Haut-Nyong,495.5,Forest,7.78
1397,Northwest Region,Bui,181.74,Mountainous,1.32
1398,Littoral Region,Wouri,303.91,Plains,10.39
1399,West Region,Mifi,163.72,Forest,18.58
1400,North Region,Mayo-Rey,436.85,Forest,0.38
1401,Adamawa Region,Vina,74.8,Forest,4.44
1402,West Region,Haut-Nkam,403.46,Mountainous,4.05
1403,North Region,Mayo-Rey,470.0,Coastal,4.83
1404,Southwest Region,Kupe-Manenguba,420.06,Mountainous,19.8
1405,Far North Region,Mayo-Sava,326.19,Coastal,8.97
1406,Littoral Region,Nkam,458.72,Forest,7.12
1407,Centre Region,Mbam-et-Kim,243.83,Forest,3.7
1408,North Region,Faro,132.95,Coastal,18.27
1409,East Region,Kadey,483.12,Plains,6.64
1410,Southwest Region,Fako,171.86,Forest,12.38
1411,West Region,Bamboutos,77.99,Plains,16.48
1412,North Region,Benoue,356.53,Mountainous,18.15
1413,West Region,Mifi,185.07,Mountainous,14.46
1414,Northwest Region,Mezam,195.93,Coastal,3.64
1415,North Region,Mayo-Louti,323.12,Forest,17.82
1416,South Region,Dja-et-Lobo,446.73,Plains,13.42
1417,Northwest Region,Momo,255.62,Plains,15.04
1418,North Region,Faro,287.84,Mountainous,0.9
1419,North Region,Benoue,418.81,Plains,3.76
1420,Northwest Region,Ngo-Ketunjia,166.99,Coastal,13.74
1421,North Region,Mayo-Rey,50.7,Plains,13.61
1422,Adamawa Region,Mbere,116.71,Plains,0.94
1423,East Region,Haut-Nyong,403.86,Coastal,15.08
1424,Littoral Region,Sanaga-Maritime,151.25,Mountainous,3.61
1425,Southwest Region,Kupe-Manenguba,100.7,Mountainous,1.75
1426,West Region,Nde,359.64,Coastal,12.57
1427,South Region,Ocean,134.65,Forest,9.56
1428,West Region,Nde,144.56,Forest,12.83
1429,Far North Region,Mayo-Sava,131.11,Mountainous,7.84
1430,West Region,Menoua,302.66,Coastal,13.37
1431,Far North Region,Mayo-Sava,466.92,Coastal,3.66
1432,South Region,Ocean,81.71,Forest,4.58
1433,Far North Region,Diamare,441.97,Coastal,19.36
1434,South Region,Ocean,447.29,Coastal,11.98
1435,West Region,Nde,386.37,Coastal,2.73
1436,West Region,Mifi,492.92,Forest,0.32
1437,North Region,Mayo-Rey,173.54,Forest,7.57
1438,Littoral Region,Sanaga-Maritime,455.27,Plains,1.57
1439,West Region,Mifi,223.83,Forest,10.15
1440,South Region,Ocean,104.12,Forest,9.04
1441,West Region,Nde,88.08,Coastal,10.62
1442,Far North Region,Diamare,309.61,Coastal,11.52
1443,Littoral Region,Nkam,120.52,Mountainous,18.83
1444,Centre Region,Mbam-et-Kim,194.39,Plains,18.04
1445,Adamawa Region,Vina,279.67,Mountainous,19.38
1446,Southwest Region,Ndian,246.72,Mountainous,7.17
1447,East Region,Kadey,493.98,Forest,1.26
1448,Far North Region,Mayo-Danay,316.16,Coastal,5.17
1449,Far North Region,Mayo-Tsanaga,188.46,Forest,4.5
1450,Centre Region,Nyong-et-Kelle,229.77,Forest,1.06
1451,Adamawa Region,Faro-et-Deo,468.43,Coastal,5.62
1452,West Region,Nde,91.43,Coastal,7.54
1453,Northwest Region,Mezam,173.45,Coastal,5.58
1454,Southwest Region,Fako,331.36,Plains,15.1
1455,Centre Region,Mbam-et-Kim,486.69,Coastal,12.38
1456,East Region,Boumba-et-Ngoko,366.05,Plains,17.51
1457,South Region,Mvila,477.45,Forest,16.56
1458,Southwest Region,Lebialem,233.44,Coastal,17.05
1459,Far North Region,Mayo-Kani,325.56,Plains,6.08
1460,South Region,Ocean,218.44,Plains,1.16
1461,Southwest Region,Kupe-Manenguba,312.24,Forest,9.7
1462,Southwest Region,Kupe-Manenguba,229.19,Forest,3.11
1463,East Region,Boumba-et-Ngoko,338.28,Mountainous,7.08
1464,South Region,Ocean,203.69,Plains,10.64
1465,Centre Region,Lekie,135.81,Plains,11.82
1466,East Region,Haut-Nyong,361.76,Plains,0.48
1467,Littoral Region,Nkam,96.97,Mountainous,18.62
1468,South Region,Ocean,323.58,Forest,4.21
1469,East Region,Haut-Nyong,343.67,Mountainous,18.89
1470,Southwest Region,Ndian,191.08,Plains,6.15
1471,Centre Region,Mfoundi,272.97,Plains,5.54
1472,Far North Region,Mayo-Danay,408.98,Coastal,9.93
1473,Adamawa Region,Djerem,177.67,Coastal,7.49
1474,Adamawa Region,Mbere,494.84,Plains,1.31
1475,Littoral Region,Moungo,54.04,Coastal,2.69
1476,South Region,Vallee-du-Ntem,205.62,Mountainous,12.62
1477,Adamawa Region,Vina,66.59,Plains,17.33
1478,West Region,Mifi,118.91,Plains,10.49
1479,Littoral Region,Moungo,228.54,Coastal,0.9
1480,Littoral Region,Sanaga-Maritime,298.35,Forest,11.48
1481,Northwest Region,Mezam,349.48,Mountainous,8.27
1482,Southwest Region,Fako,302.52,Forest,6.24
1483,Northwest Region,Donga-Mantung,296.61,Coastal,7.74
1484,North Region,Mayo-Louti,123.3,Plains,8.96
1485,South Region,Mvila,489.03,Plains,7.66
