Prevention_key,Nets_distributed,Spray_coverage,Control_method,Last_campaign_date
1107,3656,49.38,Bed Net Distribution,2015-03-22
1108,2286,49.92,Indoor Residual Spraying,2019-09-07
1109,407,76.91,Environmental Management,2019-05-07
1110,2077,84.79,Larvicide Application,2016-10-11
1111,326,63.96,Indoor Residual Spraying,2021-04-22
1112,2225,57.62,Environmental Management,2016-08-11
1113,4367,79.27,Bed Net Distribution,2020-08-20
1114,3355,52.72,Larvicide Application,2021-06-17
1115,4749,63.6,Indoor Residual Spraying,2016-08-20
1116,3133,83.0,Environmental Management,2018-04-02
1117,370,55.11,Bed Net Distribution,2021-08-15
1118,3687,67.26,Larvicide Application,2018-06-03
1119,1714,70.21,Indoor Residual Spraying,2016-05-17
1120,3817,93.1,Indoor Residual Spraying,2022-09-06
1121,2702,64.73,Environmental Management,2021-05-15
1122,1008,42.7,Indoor Residual Spraying,2016-03-22
1123,2625,72.33,Bed Net Distribution,2021-01-29
1124,2280,74.09,Indoor Residual Spraying,2023-09-18
1125,2232,53.97,Environmental Management,2022-05-22
1126,4585,66.12,Indoor Residual Spraying,2021-04-18
1127,835,45.06,Larvicide Application,2021-03-05
1128,4617,43.43,Larvicide Application,2015-01-30
1129,2031,44.49,Environmental Management,2019-04-05
1130,438,76.75,Bed Net Distribution,2020-06-14
1131,712,78.95,Bed Net Distribution,2023-08-04
1132,4901,65.93,Larvicide Application,2016-06-23
1133,2972,93.4,Larvicide Application,2020-02-22
1134,949,46.4,Bed Net Distribution,2022-02-07
1135,1619,52.03,Larvicide Application,2022-02-13
1136,4339,70.05,Environmental Management,2022-10-01
1137,402,65.52,Environmental Management,2020-09-19
1138,3933,51.05,Indoor Residual Spraying,2019-09-25
1139,3102,90.43,Environmental Management,2021-11-29
1140,2296,93.12,Environmental Management,2016-03-18
1141,3661,59.14,Larvicide Application,2018-03-20
1142,2201,69.97,Bed Net Distribution,2015-03-19
1143,4150,50.44,Indoor Residual Spraying,2023-03-02
1144,854,94.8,Bed Net Distribution,2016-09-04
1145,1656,74.85,Environmental Management,2015-11-15
1146,3020,58.82,Indoor Residual Spraying,2023-02-13
1147,1187,67.24,Larvicide Application,2015-05-26
1148,4418,86.98,Bed Net Distribution,2022-11-22
1149,1567,40.94,Bed Net Distribution,2022-03-17
1150,206,93.32,Bed Net Distribution,2022-02-24
1151,3281,64.35,Bed Net Distribution,2015-11-18
1152,341,93.76,Larvicide Application,2020-08-13
1153,121,74.64,Bed Net Distribution,2019-06-14
1154,4239,45.55,Bed Net Distribution,2021-06-30
1155,2247,58.32,Indoor Residual Spraying,2020-09-18
1156,1101,77.84,Indoor Residual Spraying,2016-02-29
1157,4454,73.35,Indoor Residual Spraying,2017-05-04
1158,4258,92.61,Indoor Residual Spraying,2016-11-07
1159,892,44.47,Bed Net Distribution,2016-05-26
1160,1129,85.4,Bed Net Distribution,2020-03-17
1161,569,43.51,Environmental Management,2018-01-17
1162,793,74.14,Indoor Residual Spraying,2018-07-31
1163,1940,55.21,Environmental Management,2021-05-05
1164,270,40.41,Indoor Residual Spraying,2021-09-29
1165,2094,78.44,Environmental Management,2021-12-12
1166,3973,76.8,Environmental Management,2023-08-04
1167,4189,50.05,Indoor Residual Spraying,2018-08-01
1168,1024,78.68,Environmental Management,2022-12-19
1169,3593,55.63,Bed Net Distribution,2018-05-15
1170,403,81.49,Environmental Management,2018-12-17
1171,4848,57.6,Environmental Management,2022-10-23
1172,3130,75.44,Larvicide Application,2019-03-29
1173,2896,43.42,Indoor Residual Spraying,2022-05-07
1174,4309,88.36,Larvicide Application,2022-07-18
1175,2682,42.75,Indoor Residual Spraying,2017-08-21
1176,974,41.27,Environmental Management,2017-10-11
1177,3223,80.95,Indoor Residual Spraying,2023-07-27
1178,3054,60.05,Larvicide Application,2017-11-18
1179,4015,94.2,Indoor Residual Spraying,2017-07-20
1180,3625,63.58,Bed Net Distribution,2019-12-25
1181,3766,48.44,Environmental Management,2017-09-20
1182,4912,53.83,Larvicide Application,2021-03-19
1183,4616,79.78,Indoor Residual Spraying,2021-03-30
1184,3090,74.86,Larvicide Application,2022-11-09
1185,2434,72.67,Bed Net Distribution,2018-04-27
1186,356,68.69,Indoor Residual Spraying,2021-08-21
1187,667,54.3,Larvicide Application,2016-11-12
1188,749,61.89,Larvicide Application,2019-11-07
1189,3723,54.67,Bed Net Distribution,2023-01-30
1190,2951,51.52,Environmental Management,2020-12-18
1191,4302,92.35,Bed Net Distribution,2016-05-17
1192,2999,70.39,Indoor Residual Spraying,2018-05-12
1193,329,49.52,Bed Net Distribution,2022-10-03
1194,3119,89.69,Bed Net Distribution,2016-04-27
1195,371,79.77,Environmental Management,2016-10-26
1196,4231,45.28,Indoor Residual Spraying,2022-08-09
1197,413,79.05,Bed Net Distribution,2021-02-18
1198,3362,78.08,Indoor Residual Spraying,2015-04-22
1199,1675,68.92,Larvicide Application,2018-09-04
1200,1728,67.93,Indoor Residual Spraying,2020-01-16
1201,2907,82.59,Bed Net Distribution,2019-07-04
1202,3989,90.22,Indoor Residual Spraying,2022-08-28
1203,4208,42.6,Indoor Residual Spraying,2023-11-02
1204,777,88.85,Indoor Residual Spraying,2020-06-11
1205,2443,69.52,Larvicide Application,2020-08-28
1206,107,86.38,Environmental Management,2016-07-10
1207,3209,65.82,Bed Net Distribution,2021-02-07
1208,1981,94.38,Larvicide Application,2020-01-20
1209,4665,71.1,Larvicide Application,2018-11-24
1210,1821,79.65,Indoor Residual Spraying,2022-03-04
1211,1331,83.24,Bed Net Distribution,2019-09-07
1212,4507,79.2,Larvicide Application,2022-03-13
1213,3676,92.45,Larvicide Application,2017-12-14
1214,3782,65.6,Indoor Residual Spraying,2018-09-11
1215,2412,84.8,Bed Net Distribution,2015-01-01
1216,2604,52.58,Indoor Residual Spraying,2020-07-07
1217,2161,60.05,Indoor Residual Spraying,2019-10-19
1218,4939,63.37,Bed Net Distribution,2022-09-21
1219,494,46.46,Environmental Management,2020-10-07
1220,885,65.37,Indoor Residual Spraying,2023-02-19
1221,457,89.97,Bed Net Distribution,2019-07-12
1222,4510,78.88,Bed Net Distribution,2018-01-31
1223,1315,76.45,Indoor Residual Spraying,2022-10-12
1224,4093,72.01,Indoor Residual Spraying,2021-12-28
1225,2316,87.09,Environmental Management,2017-03-02
1226,4815,74.13,Indoor Residual Spraying,2017-03-19
1227,2630,72.46,Bed Net Distribution,2017-08-08
1228,2340,89.26,Indoor Residual Spraying,2020-11-20
1229,3841,73.43,Bed Net Distribution,2023-10-23
1230,1937,46.94,Environmental Management,2019-05-26
1231,2144,72.9,Larvicide Application,2016-01-09
1232,1590,87.63,Bed Net Distribution,2015-09-14
1233,4166,64.65,Larvicide Application,2015-03-13
1234,3470,90.17,Indoor Residual Spraying,2017-02-08
1235,1298,76.51,Indoor Residual Spraying,2017-05-26
1236,1398,55.24,Bed Net Distribution,2021-04-03
1237,2008,47.76,Bed Net Distribution,2023-11-11
1238,1460,57.24,Indoor Residual Spraying,2021-05-27
1239,941,59.88,Bed Net Distribution,2022-01-28
1240,3642,64.23,Bed Net Distribution,2018-11-13
1241,4355,67.71,Bed Net Distribution,2022-07-04
1242,3767,83.1,Indoor Residual Spraying,2022-08-28
1243,2634,85.35,Larvicide Application,2016-01-23
1244,3417,74.12,Environmental Management,2016-04-27
1245,2376,78.41,Indoor Residual Spraying,2023-11-27
1246,2757,81.05,Environmental Management,2022-06-28
1247,3379,73.42,Environmental Management,2018-07-22
1248,832,54.44,Environmental Management,2021-04-03
1249,3216,54.68,Larvicide Application,2017-06-09
1250,4271,93.1,Environmental Management,2023-05-15
1251,3899,57.17,Larvicide Application,2015-08-31
1252,423,56.77,Environmental Management,2017-11-09
1253,2696,48.39,Larvicide Application,2019-04-22
1254,3844,82.42,Bed Net Distribution,2018-06-12
1255,1834,52.8,Bed Net Distribution,2021-02-19
1256,1398,67.75,Bed Net Distribution,2019-08-15
1257,178,76.33,Indoor Residual Spraying,2022-03-24
1258,2278,47.95,Larvicide Application,2015-06-23
1259,2608,52.18,Larvicide Application,2016-01-01
1260,3921,71.58,Indoor Residual Spraying,2023-11-07
1261,2151,59.95,Bed Net Distribution,2023-01-02
1262,1664,59.44,Larvicide Application,2022-09-08
1263,4998,61.19,Bed Net Distribution,2020-03-05
1264,4530,80.0,Larvicide Application,2015-06-04
1265,544,83.37,Larvicide Application,2022-11-14
1266,971,91.44,Larvicide Application,2021-12-25
1267,779,51.53,Environmental Management,2022-03-19
1268,1608,59.79,Indoor Residual Spraying,2021-11-23
1269,3018,70.97,Indoor Residual Spraying,2022-07-20
1270,207,70.94,Environmental Management,2019-04-01
1271,2528,78.99,Indoor Residual Spraying,2016-09-05
1272,616,44.06,Environmental Management,2021-09-20
1273,2618,46.31,Bed Net Distribution,2016-02-05
1274,3608,87.3,Environmental Management,2019-07-07
1275,2853,73.48,Larvicide Application,2019-05-20
1276,4860,61.82,Environmental Management,2018-06-13
1277,1454,90.12,Environmental Management,2023-11-21
1278,4423,49.9,Larvicide Application,2021-04-16
1279,2246,78.79,Environmental Management,2018-07-08
1280,1444,88.2,Bed Net Distribution,2019-01-12
1281,3734,74.63,Bed Net Distribution,2019-12-19
1282,4631,69.51,Larvicide Application,2015-09-06
1283,2246,82.46,Bed Net Distribution,2015-12-31
1284,1630,72.58,Larvicide Application,2018-06-24
1285,535,81.34,Environmental Management,2016-02-03
1286,412,90.05,Indoor Residual Spraying,2015-10-16
1287,1622,81.33,Bed Net Distribution,2023-10-25
1288,3171,61.21,Environmental Management,2015-08-27
1289,2811,46.16,Indoor Residual Spraying,2022-04-29
1290,2098,91.58,Bed Net Distribution,2019-10-04
1291,588,65.53,Bed Net Distribution,2018-01-29
1292,4546,47.93,Environmental Management,2020-02-01
1293,4935,84.49,Environmental Management,2020-05-07
1294,3194,65.1,Larvicide Application,2017-04-02
1295,635,53.76,Indoor Residual Spraying,2019-01-10
1296,1892,78.41,Environmental Management,2016-07-25
1297,1222,53.39,Environmental Management,2019-11-11
1298,340,94.14,Larvicide Application,2023-12-04
1299,486,62.63,Bed Net Distribution,2018-06-19
1300,1793,53.84,Larvicide Application,2016-06-08
1301,2572,83.0,Environmental Management,2019-04-07
1302,1445,84.91,Indoor Residual Spraying,2021-02-13
1303,2235,90.67,Larvicide Application,2020-09-14
1304,2628,90.61,Larvicide Application,2018-04-23
1305,492,56.34,Environmental Management,2018-10-27
1306,4338,73.24,Larvicide Application,2016-11-21
1307,1348,42.05,Environmental Management,2016-10-21
1308,4944,89.3,Environmental Management,2022-08-14
1309,1598,52.43,Bed Net Distribution,2020-01-26
1310,323,75.68,Bed Net Distribution,2016-07-10
1311,628,52.26,Bed Net Distribution,2016-02-24
1312,4146,94.63,Environmental Management,2021-03-10
1313,2631,46.77,Bed Net Distribution,2015-12-14
1314,2442,72.82,Indoor Residual Spraying,2023-07-04
1315,3135,41.71,Environmental Management,2016-04-25
1316,4335,63.78,Indoor Residual Spraying,2022-04-07
1317,1319,51.98,Larvicide Application,2021-04-16
1318,2804,62.41,Bed Net Distribution,2019-01-30
1319,4186,45.84,Environmental Management,2021-11-12
1320,2069,81.04,Indoor Residual Spraying,2021-05-30
1321,2558,84.7,Environmental Management,2016-12-13
1322,1812,56.48,Environmental Management,2021-06-13
1323,3640,65.68,Indoor Residual Spraying,2017-09-04
1324,4147,85.71,Environmental Management,2016-11-07
1325,1185,60.65,Bed Net Distribution,2018-05-30
1326,2558,59.13,Bed Net Distribution,2015-08-25
1327,1270,77.65,Indoor Residual Spraying,2022-07-05
1328,331,69.51,Environmental Management,2017-12-04
1329,3014,77.32,Bed Net Distribution,2015-12-12
1330,4173,50.24,Larvicide Application,2019-03-25
1331,3907,92.87,Bed Net Distribution,2021-06-24
1332,4173,92.49,Indoor Residual Spraying,2015-08-10
1333,2164,94.28,Indoor Residual Spraying,2017-06-28
1334,1992,53.11,Larvicide Application,2023-01-25
1335,2507,55.94,Larvicide Application,2022-07-21
1336,3933,75.41,Indoor Residual Spraying,2015-04-22
1337,4033,60.26,Environmental Management,2017-01-03
1338,4613,85.95,Bed Net Distribution,2017-12-24
1339,3046,49.86,Bed Net Distribution,2019-07-11
1340,1920,51.71,Larvicide Application,2022-04-17
1341,1327,40.34,Indoor Residual Spraying,2016-07-23
1342,830,49.51,Indoor Residual Spraying,2020-04-24
1343,4792,86.86,Indoor Residual Spraying,2015-11-11
1344,3455,63.3,Indoor Residual Spraying,2017-12-06
1345,1471,69.89,Bed Net Distribution,2022-05-24
1346,820,51.06,Indoor Residual Spraying,2019-12-03
1347,3035,63.1,Larvicide Application,2018-05-01
1348,3966,49.57,Larvicide Application,2017-10-03
1349,2528,80.57,Bed Net Distribution,2015-10-23
1350,1786,44.18,Bed Net Distribution,2018-08-16
1351,2126,48.9,Indoor Residual Spraying,2017-02-14
1352,926,68.15,Bed Net Distribution,2015-06-25
1353,3640,63.1,Environmental Management,2021-08-13
1354,3439,89.84,Indoor Residual Spraying,2022-03-25
1355,1752,84.56,Larvicide Application,2023-03-13
1356,2236,77.48,Larvicide Application,2019-12-23
1357,1557,80.87,Larvicide Application,2023-01-04
1358,2834,59.38,Larvicide Application,2019-04-13
1359,4106,86.61,Indoor Residual Spraying,2023-04-19
1360,2721,92.87,Indoor Residual Spraying,2020-08-14
1361,970,47.6,Indoor Residual Spraying,2021-12-11
1362,3537,83.52,Bed Net Distribution,2016-11-21
1363,1118,78.53,Bed Net Distribution,2022-04-03
1364,1276,80.21,Environmental Management,2016-08-22
1365,4097,81.68,Environmental Management,2022-07-04
1366,1831,74.26,Environmental Management,2018-06-21
1367,1505,73.6,Indoor Residual Spraying,2020-09-14
1368,3878,82.69,Larvicide Application,2019-11-26
1369,2223,81.61,Bed Net Distribution,2019-01-12
1370,3669,94.03,Indoor Residual Spraying,2023-01-05
1371,3290,84.31,Larvicide Application,2023-05-12
1372,4046,74.46,Environmental Management,2020-06-19
1373,1141,64.35,Environmental Management,2020-09-03
1374,2021,89.9,Bed Net Distribution,2017-06-15
1375,4374,86.29,Indoor Residual Spraying,2017-02-01
1376,1880,80.89,Bed Net Distribution,2015-01-02
1377,2252,93.53,Larvicide Application,2018-08-12
1378,3778,88.54,Indoor Residual Spraying,2017-08-03
1379,1026,73.89,Bed Net Distribution,2018-06-05
1380,2732,56.76,Indoor Residual Spraying,2020-12-11
1381,4259,45.62,Bed Net Distribution,2019-07-19
1382,3531,65.67,Indoor Residual Spraying,2015-03-17
1383,3975,69.05,Environmental Management,2022-05-29
1384,1836,69.89,Indoor Residual Spraying,2016-07-13
1385,3287,91.27,Indoor Residual Spraying,2022-09-24
1386,4290,70.73,Larvicide Application,2016-08-09
1387,788,90.52,Larvicide Application,2021-03-21
1388,4320,79.87,Indoor Residual Spraying,2015-05-01
1389,576,44.39,Larvicide Application,2022-11-08
1390,4950,93.01,Environmental Management,2018-12-19
1391,2862,45.43,Indoor Residual Spraying,2017-12-03
1392,1228,83.19,Indoor Residual Spraying,2020-05-13
1393,1206,92.21,Indoor Residual Spraying,2022-05-28
1394,1683,93.95,Bed Net Distribution,2018-02-28
1395,576,59.53,Larvicide Application,2020-09-12
1396,3948,49.27,Bed Net Distribution,2023-04-07
1397,2136,63.7,Bed Net Distribution,2015-04-04
1398,4750,75.4,Environmental Management,2016-02-02
1399,4743,61.21,Bed Net Distribution,2017-11-17
1400,2975,85.08,Environmental Management,2019-10-02
1401,4473,75.06,Larvicide Application,2023-03-31
1402,4030,84.0,Environmental Management,2023-11-01
1403,4345,75.7,Bed Net Distribution,2020-02-12
1404,864,40.35,Indoor Residual Spraying,2020-04-12
1405,1530,77.59,Environmental Management,2021-02-27
1406,3079,50.84,Environmental Management,2018-03-27
1407,1678,70.87,Indoor Residual Spraying,2023-05-16
1408,3574,55.49,Larvicide Application,2016-12-03
1409,4765,94.46,Environmental Management,2016-10-25
1410,1796,48.21,Bed Net Distribution,2020-07-05
1411,2478,56.7,Larvicide Application,2023-03-04
1412,3313,60.99,Indoor Residual Spraying,2018-04-09
1413,1266,77.31,Larvicide Application,2022-09-08
1414,1304,43.66,Indoor Residual Spraying,2020-07-16
1415,1502,61.32,Indoor Residual Spraying,2019-02-01
1416,4431,52.61,Bed Net Distribution,2020-10-26
1417,4915,74.43,Bed Net Distribution,2016-03-30
1418,2445,61.3,Indoor Residual Spraying,2021-07-30
1419,676,71.97,Bed Net Distribution,2019-08-11
1420,4508,60.57,Indoor Residual Spraying,2023-09-05
1421,3573,59.16,Indoor Residual Spraying,2018-06-18
1422,3907,66.61,Larvicide Application,2020-09-04
1423,3525,88.27,Larvicide Application,2016-07-16
1424,3681,72.58,Indoor Residual Spraying,2016-12-14
1425,739,78.69,Larvicide Application,2015-01-23
1426,2948,87.92,Larvicide Application,2017-08-12
1427,3909,61.58,Environmental Management,2018-10-13
1428,4846,54.46,Bed Net Distribution,2019-07-11
1429,3610,72.26,Bed Net Distribution,2017-05-23
1430,2383,63.07,Indoor Residual Spraying,2018-09-21
1431,2357,60.29,Bed Net Distribution,2020-07-05
1432,3933,65.38,Indoor Residual Spraying,2018-08-02
1433,2913,94.38,Indoor Residual Spraying,2016-01-19
1434,4172,92.49,Indoor Residual Spraying,2020-09-12
1435,2141,61.04,Environmental Management,2016-10-13
1436,1638,68.69,Indoor Residual Spraying,2023-12-04
1437,1320,56.25,Environmental Management,2021-12-28
1438,169,71.23,Bed Net Distribution,2017-01-23
1439,3144,57.02,Bed Net Distribution,2022-10-02
1440,153,52.4,Indoor Residual Spraying,2019-09-06
1441,2119,86.12,Environmental Management,2015-12-13
1442,204,55.58,Larvicide Application,2017-05-27
1443,3437,84.45,Larvicide Application,2018-04-23
1444,1098,90.08,Indoor Residual Spraying,2022-01-17
1445,4471,45.51,Larvicide Application,2021-01-09
1446,1720,73.7,Indoor Residual Spraying,2022-05-03
1447,2241,71.36,Larvicide Application,2015-06-27
1448,2060,78.95,Bed Net Distribution,2015-01-19
1449,615,84.16,Environmental Management,2015-12-12
1450,203,47.0,Bed Net Distribution,2016-08-10
1451,2602,77.85,Environmental Management,2023-12-15
1452,2615,75.59,Environmental Management,2018-11-26
1453,1540,55.33,Larvicide Application,2016-12-23
1454,1528,67.03,Environmental Management,2022-08-31
1455,4684,63.64,Indoor Residual Spraying,2017-01-12
1456,3193,72.88,Environmental Management,2019-05-14
1457,1981,52.25,Environmental Management,2022-03-01
1458,3943,46.68,Bed Net Distribution,2017-07-14
1459,3292,65.07,Larvicide Application,2021-07-27
1460,1870,72.71,Indoor Residual Spraying,2015-05-03
1461,2848,65.65,Larvicide Application,2020-02-10
1462,3981,91.45,Bed Net Distribution,2020-05-04
1463,794,85.77,Indoor Residual Spraying,2019-10-29
1464,877,64.68,Environmental Management,2020-01-18
1465,992,88.18,Indoor Residual Spraying,2023-05-14
1466,4338,91.37,Larvicide Application,2021-03-06
1467,1469,41.99,Larvicide Application,2016-07-01
1468,3365,66.32,Environmental Management,2021-02-19
1469,1848,93.93,Indoor Residual Spraying,2015-04-06
1470,850,64.03,Environmental Management,2016-03-25
1471,1297,52.39,Indoor Residual Spraying,2023-05-16
1472,1505,91.38,Bed Net Distribution,2015-12-16
1473,4054,53.9,Indoor Residual Spraying,2021-06-24
1474,4778,76.85,Environmental Management,2015-03-01
1475,2297,78.53,Environmental Management,2021-03-04
1476,4933,49.52,Larvicide Application,2023-08-16
1477,3251,60.98,Indoor Residual Spraying,2017-11-06
1478,2385,47.9,Bed Net Distribution,2023-10-05
1479,3451,50.46,Larvicide Application,2017-06-21
1480,493,63.92,Indoor Residual Spraying,2018-03-23
1481,4689,78.91,Larvicide Application,2018-02-11
1482,3515,60.54,Bed Net Distribution,2023-08-22
1483,1320,58.03,Environmental Management,2018-01-07
1484,2299,50.38,Bed Net Distribution,2016-09-13
1485,272,46.31,Bed Net Distribution,2020-06-23
1486,3104,64.59,Environmental Management,2022-07-22
1487,2364,78.54,Bed Net Distribution,2020-04-01
1488,1997,90.63,Environmental Management,2019-02-01
1489,1201,44.04,Larvicide Application,2017-10-02
1490,2893,66.27,Bed Net Distribution,2019-10-25
1491,2097,50.59,Larvicide Application,2022-08-20
1492,231,65.71,Indoor Residual Spraying,2022-03-20
1493,3630,44.84,Environmental Management,2019-12-29
1494,4851,77.41,Larvicide Application,2019-11-01
1495,1867,65.52,Indoor Residual Spraying,2015-12-27
1496,527,87.99,Indoor Residual Spraying,2023-04-26
1497,2371,49.6,Bed Net Distribution,2022-10-09
1498,3751,54.79,Bed Net Distribution,2017-07-28
1499,3500,80.38,Larvicide Application,2021-01-08
1500,4085,86.06,Bed Net Distribution,2017-03-11
1501,2026,59.91,Indoor Residual Spraying,2022-12-01
1502,3238,60.05,Indoor Residual Spraying,2016-03-09
1503,3725,78.89,Larvicide Application,2017-04-24
1504,4092,70.11,Environmental Management,2022-10-10
1505,251,73.96,Larvicide Application,2020-08-22
1506,3465,71.92,Bed Net Distribution,2016-01-17
1507,3451,77.27,Environmental Management,2018-05-25
1508,4874,87.28,Environmental Management,2015-12-12
1509,259,89.34,Indoor Residual Spraying,2021-08-25
1510,2397,46.31,Larvicide Application,2018-11-16
1511,3262,44.85,Indoor Residual Spraying,2018-07-21
1512,3088,67.62,Bed Net Distribution,2017-07-07
1513,3938,66.66,Environmental Management,2018-08-15
1514,1667,95.0,Larvicide Application,2018-11-23
1515,4854,90.65,Environmental Management,2023-08-02
1516,1595,64.0,Larvicide Application,2017-05-09
1517,1475,43.81,Larvicide Application,2022-04-29
1518,2590,61.67,Indoor Residual Spraying,2019-01-17
1519,2791,80.73,Environmental Management,2023-07-22
1520,3742,57.14,Environmental Management,2015-05-20
1521,3185,88.83,Indoor Residual Spraying,2020-08-17
1522,4788,82.83,Environmental Management,2017-09-29
1523,1218,42.14,Bed Net Distribution,2018-01-16
1524,4537,76.95,Environmental Management,2016-09-04
1525,3301,54.11,Bed Net Distribution,2019-03-16
1526,2534,93.49,Bed Net Distribution,2015-10-03
1527,3103,83.74,Bed Net Distribution,2019-07-19
1528,4342,78.21,Environmental Management,2017-11-28
1529,656,91.94,Indoor Residual Spraying,2015-05-07
1530,1758,76.51,Environmental Management,2017-04-27
1531,3195,68.08,Environmental Management,2017-03-10
1532,259,71.69,Indoor Residual Spraying,2017-09-08
1533,2519,86.71,Bed Net Distribution,2021-02-04
1534,1416,68.17,Bed Net Distribution,2019-06-20
1535,4995,89.56,Larvicide Application,2019-11-10
1536,383,86.17,Bed Net Distribution,2017-12-02
1537,1938,86.46,Indoor Residual Spraying,2019-03-01
1538,3844,83.85,Larvicide Application,2018-07-11
1539,3325,77.97,Larvicide Application,2021-10-26
1540,596,61.09,Larvicide Application,2023-01-28
1541,4398,86.38,Bed Net Distribution,2018-10-08
1542,4902,40.93,Bed Net Distribution,2022-03-12
1543,3518,76.24,Bed Net Distribution,2016-04-08
1544,4695,57.74,Environmental Management,2021-03-10
1545,2503,54.91,Bed Net Distribution,2022-04-22
1546,2755,50.54,Indoor Residual Spraying,2016-02-10
1547,2362,43.94,Bed Net Distribution,2020-10-13
1548,406,59.86,Larvicide Application,2017-02-23
1549,1334,92.43,Bed Net Distribution,2018-02-18
1550,3097,50.55,Bed Net Distribution,2017-03-04
1551,1325,47.2,Indoor Residual Spraying,2018-01-18
1552,1110,83.28,Environmental Management,2023-12-26
1553,1840,62.18,Environmental Management,2017-04-12
1554,2990,47.81,Larvicide Application,2018-06-20
1555,3564,47.93,Bed Net Distribution,2018-11-12
1556,548,73.46,Larvicide Application,2020-11-12
1557,4025,93.93,Bed Net Distribution,2020-03-27
1558,1233,44.31,Larvicide Application,2021-05-06
1559,3265,68.15,Environmental Management,2015-10-14
1560,2315,63.45,Bed Net Distribution,2020-01-06
1561,4768,71.6,Larvicide Application,2018-01-16
1562,2883,77.15,Indoor Residual Spraying,2023-03-23
1563,3982,94.92,Environmental Management,2023-10-23
1564,528,62.29,Indoor Residual Spraying,2019-06-22
1565,1961,59.84,Indoor Residual Spraying,2015-02-14
1566,2987,69.67,Indoor Residual Spraying,2023-01-20
1567,3007,59.95,Indoor Residual Spraying,2023-03-31
1568,1609,77.44,Environmental Management,2017-08-27
1569,825,45.78,Environmental Management,2019-08-18
1570,3894,56.08,Larvicide Application,2021-07-24
1571,3566,44.57,Indoor Residual Spraying,2015-01-27
1572,1873,63.66,Environmental Management,2022-01-02
1573,3467,90.12,Larvicide Application,2016-12-05
1574,3667,87.07,Bed Net Distribution,2019-11-14
1575,1815,67.72,Environmental Management,2023-06-19
1576,2462,90.2,Environmental Management,2023-12-04
1577,2793,75.39,Environmental Management,2017-10-03
1578,401,62.16,Indoor Residual Spraying,2021-12-30
1579,2170,82.41,Environmental Management,2016-10-03
1580,1396,67.25,Bed Net Distribution,2015-05-21
1581,2148,82.5,Indoor Residual Spraying,2015-10-11
1582,3022,43.97,Environmental Management,2015-07-26
1583,4612,51.94,Environmental Management,2022-03-26
1584,3380,89.53,Environmental Management,2016-09-30
1585,4354,43.26,Indoor Residual Spraying,2018-01-31
1586,2761,85.4,Larvicide Application,2021-02-23
1587,3089,72.42,Indoor Residual Spraying,2021-03-03
1588,1192,72.94,Environmental Management,2016-05-19
1589,3438,40.06,Environmental Management,2022-07-01
1590,1609,71.53,Larvicide Application,2015-10-01
1591,1688,71.34,Indoor Residual Spraying,2018-10-28
1592,1528,58.4,Bed Net Distribution,2016-05-25
1593,2680,64.57,Environmental Management,2022-10-07
1594,2849,77.68,Environmental Management,2015-10-12
1595,3506,82.39,Environmental Management,2015-10-12
1596,4837,48.45,Indoor Residual Spraying,2019-04-13
1597,106,40.47,Bed Net Distribution,2021-12-03
1598,2704,92.0,Bed Net Distribution,2023-12-27
1599,1810,60.97,Bed Net Distribution,2018-05-09
1600,4933,48.3,Larvicide Application,2018-07-26
1601,1502,65.25,Larvicide Application,2018-01-29
1602,2675,89.31,Larvicide Application,2023-10-31
1603,1879,48.13,Bed Net Distribution,2021-05-05
1604,1560,73.28,Environmental Management,2021-01-29
1605,1726,54.69,Indoor Residual Spraying,2015-11-01
1606,198,91.43,Environmental Management,2022-01-29
1607,1859,81.84,Larvicide Application,2017-11-07
1608,4114,55.78,Bed Net Distribution,2019-04-01
1609,790,59.66,Indoor Residual Spraying,2020-11-08
1610,4526,40.83,Indoor Residual Spraying,2016-01-05
1611,1318,47.83,Indoor Residual Spraying,2021-05-07
1612,3102,74.94,Indoor Residual Spraying,2019-12-21
1613,216,57.9,Bed Net Distribution,2020-01-25
1614,1923,77.02,Bed Net Distribution,2022-09-24
1615,4216,56.11,Bed Net Distribution,2018-06-03
1616,1830,61.54,Indoor Residual Spraying,2021-08-18
1617,1770,73.45,Bed Net Distribution,2018-10-22
1618,3649,76.35,Larvicide Application,2022-05-03
1619,2093,83.17,Environmental Management,2015-08-02
1620,2207,52.67,Bed Net Distribution,2018-05-30
1621,3986,71.19,Bed Net Distribution,2019-06-08
1622,2160,40.63,Larvicide Application,2022-10-22
1623,938,64.62,Indoor Residual Spraying,2023-07-07
1624,1872,89.25,Bed Net Distribution,2019-07-21
1625,240,72.21,Larvicide Application,2015-06-03
1626,1971,56.77,Environmental Management,2015-10-16
1627,3579,87.45,Larvicide Application,2019-03-11
1628,4572,69.36,Environmental Management,2023-08-16
1629,3828,69.39,Environmental Management,2021-07-29
1630,2260,88.89,Bed Net Distribution,2016-05-28
1631,4012,52.13,Larvicide Application,2019-07-07
1632,2685,49.43,Bed Net Distribution,2015-10-18
1633,4101,80.36,Environmental Management,2019-12-10
1634,1737,89.14,Larvicide Application,2017-02-12
1635,3517,59.64,Indoor Residual Spraying,2018-10-13
1636,1569,73.75,Environmental Management,2015-08-21
1637,620,54.38,Indoor Residual Spraying,2022-05-05
1638,106,44.03,Environmental Management,2023-03-08
