Healthcare_key,Facility_name,Bed_capacity,Medical_staff,Antimalarial_stock,Has_lab_facilities,Distance_to_communities
1242,District Hospital 1242,87,8,254,False,11.95
1243,District Hospital 1243,164,9,111,True,5.37
1244,Community Clinic 1244,56,27,372,False,26.42
1245,District Hospital 1245,74,10,523,True,26.64
1246,District Hospital 1246,153,7,178,True,5.62
1247,Health Center 1247,46,49,568,False,12.24
1248,District Hospital 1248,110,25,635,False,21.04
1249,District Hospital 1249,53,36,840,False,27.31
1250,Health Center 1250,131,9,582,True,10.01
1251,Community Clinic 1251,170,27,876,True,28.78
1252,District Hospital 1252,19,45,994,False,22.01
1253,Community Clinic 1253,135,25,637,False,15.59
1254,District Hospital 1254,104,22,371,True,1.77
1255,Community Clinic 1255,69,48,332,False,21.92
1256,Health Center 1256,42,8,409,False,21.27
1257,Health Center 1257,163,18,418,True,13.95
1258,Health Center 1258,134,44,969,False,11.55
1259,Health Center 1259,155,14,825,False,24.66
1260,District Hospital 1260,22,10,901,True,20.95
1261,Community Clinic 1261,77,13,373,True,25.3
1262,Community Clinic 1262,91,20,927,True,8.32
1263,District Hospital 1263,111,45,386,True,2.15
1264,Community Clinic 1264,37,10,673,True,12.69
1265,Health Center 1265,136,35,512,True,4.31
1266,District Hospital 1266,34,5,830,False,7.47
1267,District Hospital 1267,11,31,920,True,15.94
1268,Community Clinic 1268,110,18,169,False,7.77
1269,Community Clinic 1269,155,35,531,False,15.34
1270,Health Center 1270,77,17,786,True,25.61
1271,Community Clinic 1271,59,14,377,False,3.33
1272,Community Clinic 1272,80,40,785,False,11.11
1273,Community Clinic 1273,72,42,972,True,7.62
1274,Health Center 1274,50,31,459,False,20.03
1275,Health Center 1275,100,18,985,False,2.19
1276,Health Center 1276,134,40,652,True,8.74
1277,Community Clinic 1277,84,28,930,False,24.4
1278,Health Center 1278,47,9,492,True,15.53
1279,District Hospital 1279,113,33,238,True,7.58
1280,Community Clinic 1280,162,17,716,False,24.96
1281,Community Clinic 1281,151,9,727,False,2.22
1282,Community Clinic 1282,120,5,977,True,26.08
1283,Health Center 1283,159,22,973,False,10.57
1284,District Hospital 1284,157,48,748,True,20.7
1285,Health Center 1285,42,42,294,False,15.52
1286,District Hospital 1286,118,9,521,True,22.34
1287,Community Clinic 1287,97,35,454,False,28.35
1288,Health Center 1288,77,24,830,True,9.55
1289,Health Center 1289,107,6,519,True,20.72
1290,District Hospital 1290,93,19,255,True,7.0
1291,Community Clinic 1291,69,30,543,True,9.4
1292,Community Clinic 1292,148,21,872,True,3.56
1293,Community Clinic 1293,198,33,112,False,11.24
1294,Community Clinic 1294,134,25,573,False,18.27
1295,Community Clinic 1295,107,45,272,True,18.34
1296,District Hospital 1296,135,48,333,True,11.34
1297,Community Clinic 1297,104,28,538,False,18.05
1298,Community Clinic 1298,106,50,916,True,18.88
1299,District Hospital 1299,87,41,689,False,13.62
1300,Community Clinic 1300,163,50,124,True,24.11
1301,District Hospital 1301,149,49,242,False,20.02
1302,District Hospital 1302,162,15,987,True,11.26
1303,District Hospital 1303,149,29,756,True,19.6
1304,Health Center 1304,18,6,337,False,6.2
1305,District Hospital 1305,25,14,319,False,11.94
1306,Community Clinic 1306,70,25,551,False,19.82
1307,District Hospital 1307,22,48,163,False,10.7
1308,District Hospital 1308,169,20,466,False,1.7
1309,Health Center 1309,148,50,620,True,23.71
1310,District Hospital 1310,114,40,902,False,25.48
1311,District Hospital 1311,36,49,264,True,24.51
1312,Community Clinic 1312,66,32,368,True,24.78
1313,District Hospital 1313,174,13,438,True,2.54
1314,Health Center 1314,118,10,400,True,24.21
1315,District Hospital 1315,78,20,458,True,26.71
1316,Community Clinic 1316,167,48,361,False,24.64
1317,Community Clinic 1317,188,50,607,True,5.91
1318,Community Clinic 1318,51,19,722,True,25.65
1319,Health Center 1319,189,12,408,True,21.75
1320,Health Center 1320,168,22,368,True,12.71
1321,Health Center 1321,145,8,832,True,8.58
1322,Health Center 1322,129,27,417,True,2.12
1323,Health Center 1323,69,10,105,True,27.13
1324,District Hospital 1324,125,23,529,False,23.58
1325,Health Center 1325,113,12,393,True,26.1
1326,Community Clinic 1326,185,47,633,True,22.56
1327,Community Clinic 1327,74,32,350,True,19.83
1328,Health Center 1328,181,9,138,True,17.91
1329,Community Clinic 1329,109,11,179,False,28.59
1330,Community Clinic 1330,16,34,314,False,12.53
1331,Health Center 1331,127,45,965,False,14.84
1332,Health Center 1332,165,49,501,True,11.5
1333,District Hospital 1333,194,42,873,True,3.87
1334,Community Clinic 1334,85,32,918,True,3.7
1335,Health Center 1335,109,16,812,False,28.54
1336,Health Center 1336,120,28,395,False,21.86
1337,Community Clinic 1337,119,21,903,False,25.79
1338,District Hospital 1338,40,40,681,True,7.38
1339,District Hospital 1339,175,19,968,True,25.68
1340,Health Center 1340,72,39,771,True,21.94
1341,Community Clinic 1341,35,22,286,True,5.95
1342,District Hospital 1342,114,22,706,True,28.55
1343,Health Center 1343,150,25,514,False,28.06
1344,Health Center 1344,33,8,388,True,18.26
1345,District Hospital 1345,21,21,895,True,10.82
1346,Health Center 1346,76,16,848,True,27.34
1347,District Hospital 1347,62,8,655,False,3.57
1348,Community Clinic 1348,90,19,226,True,9.36
1349,Community Clinic 1349,182,33,946,True,20.29
1350,Community Clinic 1350,16,10,634,True,5.13
1351,District Hospital 1351,191,18,944,False,21.07
1352,Health Center 1352,149,13,655,False,7.15
1353,District Hospital 1353,69,20,939,False,16.59
1354,District Hospital 1354,21,18,606,True,26.9
1355,Health Center 1355,60,6,429,True,27.97
1356,Community Clinic 1356,54,17,981,False,15.7
1357,Health Center 1357,190,39,379,True,2.49
1358,Health Center 1358,181,47,825,False,1.18
1359,Health Center 1359,162,26,968,True,11.47
1360,District Hospital 1360,140,50,106,True,2.08
1361,Community Clinic 1361,198,9,285,False,27.11
1362,Health Center 1362,196,23,402,True,24.13
1363,Health Center 1363,154,43,403,False,24.56
1364,District Hospital 1364,40,26,523,True,20.52
1365,Health Center 1365,38,18,386,False,13.98
1366,District Hospital 1366,28,12,490,True,17.09
1367,Health Center 1367,149,6,780,True,22.7
1368,Community Clinic 1368,60,16,176,False,23.2
1369,District Hospital 1369,29,40,381,True,9.78
1370,District Hospital 1370,48,34,926,True,10.74
1371,District Hospital 1371,119,6,648,True,6.2
1372,District Hospital 1372,70,20,933,True,20.62
1373,Community Clinic 1373,142,8,241,False,22.17
1374,Community Clinic 1374,19,40,262,False,6.07
1375,District Hospital 1375,135,50,504,False,13.77
1376,Community Clinic 1376,156,43,549,True,11.45
1377,Health Center 1377,38,41,985,False,0.6
1378,District Hospital 1378,14,34,878,True,16.99
1379,Community Clinic 1379,15,36,734,False,28.1
1380,Community Clinic 1380,46,32,366,False,16.57
1381,Health Center 1381,85,50,771,True,8.01
1382,Community Clinic 1382,190,22,192,False,23.58
1383,Community Clinic 1383,193,32,473,False,7.88
1384,Health Center 1384,114,23,949,True,15.95
1385,Community Clinic 1385,113,49,878,True,16.21
1386,Community Clinic 1386,120,23,547,False,2.69
1387,Health Center 1387,13,25,201,True,14.37
1388,District Hospital 1388,164,47,749,True,15.22
1389,Health Center 1389,59,43,383,False,4.59
1390,Health Center 1390,90,40,901,True,28.87
1391,Health Center 1391,98,37,688,False,2.46
1392,Community Clinic 1392,49,21,301,False,12.45
1393,Community Clinic 1393,64,11,831,False,7.97
1394,Community Clinic 1394,165,13,864,True,28.14
1395,Health Center 1395,157,36,837,True,9.66
1396,Health Center 1396,199,12,901,False,8.53
1397,District Hospital 1397,21,37,484,True,4.43
1398,District Hospital 1398,28,25,770,True,12.5
1399,District Hospital 1399,67,43,641,True,12.26
1400,Community Clinic 1400,110,12,945,True,5.93
1401,District Hospital 1401,98,19,205,False,24.92
1402,Community Clinic 1402,29,39,452,True,16.74
1403,District Hospital 1403,170,29,635,True,13.48
1404,Health Center 1404,84,35,995,False,10.9
1405,Community Clinic 1405,190,16,744,True,24.82
1406,Community Clinic 1406,63,16,568,False,25.86
1407,Health Center 1407,61,11,585,True,5.88
1408,Health Center 1408,86,8,657,False,27.22
1409,Community Clinic 1409,160,15,487,False,3.77
1410,Community Clinic 1410,28,48,278,False,8.37
1411,District Hospital 1411,83,32,978,False,25.61
1412,Community Clinic 1412,64,34,580,True,3.53
1413,District Hospital 1413,151,20,121,False,9.95
1414,Community Clinic 1414,75,38,349,False,10.24
1415,Community Clinic 1415,130,7,402,False,7.24
1416,Health Center 1416,91,16,562,True,12.06
1417,Health Center 1417,17,23,409,True,19.32
1418,District Hospital 1418,165,25,296,True,19.97
1419,Community Clinic 1419,39,18,542,False,4.14
1420,Community Clinic 1420,83,47,414,False,18.26
1421,District Hospital 1421,197,15,241,True,28.24
1422,Health Center 1422,22,22,381,True,5.23
1423,District Hospital 1423,106,27,943,False,15.34
1424,Health Center 1424,80,29,350,True,3.61
1425,Health Center 1425,158,7,911,True,20.79
1426,District Hospital 1426,122,40,917,True,19.04
1427,Health Center 1427,123,45,451,True,13.33
1428,District Hospital 1428,19,40,567,False,22.02
1429,Community Clinic 1429,126,5,237,True,11.7
1430,District Hospital 1430,199,10,787,False,24.09
1431,District Hospital 1431,173,13,277,False,17.59
1432,District Hospital 1432,131,33,604,False,23.97
1433,Community Clinic 1433,103,40,122,True,18.53
1434,Community Clinic 1434,11,27,448,True,3.28
1435,Health Center 1435,60,22,932,True,4.14
1436,Health Center 1436,83,17,956,True,16.52
1437,District Hospital 1437,90,25,454,False,12.27
1438,Health Center 1438,193,32,431,True,25.05
1439,Health Center 1439,43,16,194,True,6.08
1440,Health Center 1440,75,6,316,False,0.53
1441,District Hospital 1441,142,33,348,True,18.86
1442,District Hospital 1442,102,40,767,False,5.0
1443,District Hospital 1443,47,16,558,False,12.98
1444,District Hospital 1444,154,45,886,True,14.69
1445,Health Center 1445,67,6,658,True,19.33
1446,Health Center 1446,186,48,204,True,16.94
1447,Health Center 1447,69,29,674,False,17.04
1448,Community Clinic 1448,59,40,820,True,17.97
1449,Health Center 1449,162,30,207,False,28.58
1450,District Hospital 1450,186,30,724,False,16.32
1451,District Hospital 1451,123,16,998,False,6.96
1452,Community Clinic 1452,62,16,675,True,29.51
1453,Health Center 1453,145,41,362,False,20.89
1454,Health Center 1454,137,45,625,True,15.63
1455,District Hospital 1455,73,22,296,False,15.18
1456,Health Center 1456,187,38,258,False,15.1
1457,District Hospital 1457,180,26,577,True,1.51
1458,Community Clinic 1458,31,49,193,False,11.79
1459,District Hospital 1459,84,49,280,True,15.14
1460,Community Clinic 1460,55,37,885,True,22.56
1461,Health Center 1461,156,19,517,False,15.7
1462,Community Clinic 1462,172,29,291,True,20.09
1463,District Hospital 1463,150,35,216,True,6.02
1464,District Hospital 1464,49,8,866,True,29.38
1465,Community Clinic 1465,35,44,748,True,6.89
1466,District Hospital 1466,112,16,840,True,14.63
1467,Health Center 1467,80,24,677,False,5.7
1468,Community Clinic 1468,197,31,724,True,4.37
1469,Community Clinic 1469,79,32,873,False,23.66
1470,District Hospital 1470,192,31,480,True,17.22
1471,Community Clinic 1471,82,30,614,True,15.68
1472,District Hospital 1472,26,22,844,False,27.36
1473,District Hospital 1473,194,33,227,False,18.53
1474,District Hospital 1474,103,17,980,True,14.6
1475,District Hospital 1475,32,49,682,False,26.01
1476,Health Center 1476,108,49,220,True,22.91
1477,Community Clinic 1477,50,15,217,True,29.93
1478,Health Center 1478,150,20,938,True,5.68
1479,District Hospital 1479,90,39,353,False,10.15
1480,District Hospital 1480,69,5,863,True,15.16
1481,Community Clinic 1481,101,48,863,True,9.0
1482,District Hospital 1482,151,33,323,True,29.08
1483,Community Clinic 1483,71,14,367,False,10.91
1484,District Hospital 1484,151,24,420,True,21.09
1485,District Hospital 1485,177,36,817,False,22.84
1486,Community Clinic 1486,97,6,400,False,5.36
1487,District Hospital 1487,28,29,181,False,8.45
1488,District Hospital 1488,35,8,630,True,9.23
1489,District Hospital 1489,195,40,439,True,15.46
1490,Health Center 1490,177,37,388,False,22.54
1491,Community Clinic 1491,199,8,562,False,13.28
1492,Community Clinic 1492,11,9,731,False,22.92
1493,District Hospital 1493,95,19,100,False,23.85
1494,District Hospital 1494,65,42,456,True,4.65
1495,Community Clinic 1495,75,40,395,True,20.3
1496,Health Center 1496,174,27,838,True,15.52
1497,District Hospital 1497,93,21,1000,True,7.71
1498,Health Center 1498,65,27,817,True,5.42
1499,Health Center 1499,111,26,213,True,29.83
1500,District Hospital 1500,112,33,856,False,18.66
1501,Community Clinic 1501,30,46,548,True,9.25
1502,Community Clinic 1502,91,29,442,True,9.74
1503,District Hospital 1503,70,43,581,True,22.14
1504,Community Clinic 1504,168,19,684,False,1.05
1505,Community Clinic 1505,199,27,245,True,21.67
1506,Community Clinic 1506,179,12,700,True,9.84
1507,District Hospital 1507,159,47,575,False,16.3
1508,Health Center 1508,153,50,388,True,8.05
1509,Community Clinic 1509,160,48,796,False,26.5
1510,Health Center 1510,91,14,348,True,15.75
1511,Health Center 1511,70,32,960,True,21.53
1512,Health Center 1512,134,21,339,False,19.06
1513,District Hospital 1513,174,50,322,True,9.97
1514,Health Center 1514,184,48,566,False,21.69
1515,District Hospital 1515,187,46,766,True,11.06
1516,Health Center 1516,76,49,273,False,1.27
1517,District Hospital 1517,181,32,330,True,20.46
1518,Community Clinic 1518,112,32,401,True,5.27
1519,Health Center 1519,132,11,684,True,29.49
1520,Community Clinic 1520,111,43,515,True,2.66
1521,District Hospital 1521,158,44,866,False,10.57
1522,Health Center 1522,26,35,941,False,28.55
1523,Health Center 1523,97,19,974,True,25.32
1524,Health Center 1524,79,46,653,True,5.78
1525,District Hospital 1525,171,24,921,False,13.34
1526,Health Center 1526,144,25,431,False,7.3
1527,Health Center 1527,153,27,790,True,24.16
1528,District Hospital 1528,65,28,807,True,9.05
1529,District Hospital 1529,86,34,946,True,1.21
1530,District Hospital 1530,87,21,134,False,8.45
1531,District Hospital 1531,34,17,941,True,2.17
1532,Community Clinic 1532,181,23,205,True,26.86
1533,District Hospital 1533,167,32,924,True,20.46
1534,District Hospital 1534,46,13,626,False,14.59
1535,District Hospital 1535,19,16,244,True,1.85
1536,District Hospital 1536,131,29,515,False,3.93
1537,District Hospital 1537,195,15,520,False,9.0
1538,Community Clinic 1538,132,23,313,False,25.51
1539,District Hospital 1539,178,27,543,False,15.63
1540,Health Center 1540,140,35,110,True,27.46
1541,Community Clinic 1541,58,29,638,True,2.11
1542,District Hospital 1542,61,7,625,False,26.37
1543,Community Clinic 1543,120,42,126,False,25.13
1544,Health Center 1544,24,8,390,True,18.45
1545,District Hospital 1545,100,19,560,True,12.6
1546,Health Center 1546,182,30,842,True,25.9
1547,District Hospital 1547,67,16,684,False,14.05
1548,Community Clinic 1548,17,20,229,False,9.05
1549,Health Center 1549,135,40,631,True,13.2
1550,Community Clinic 1550,57,46,392,True,12.6
1551,Health Center 1551,82,36,573,True,26.01
1552,Community Clinic 1552,31,48,984,True,11.7
1553,Health Center 1553,31,50,274,False,12.66
1554,Health Center 1554,23,49,989,False,16.93
1555,Community Clinic 1555,138,40,452,True,14.98
1556,Health Center 1556,149,11,781,True,20.46
1557,Community Clinic 1557,26,11,561,False,12.75
1558,Health Center 1558,25,48,621,True,1.96
1559,Community Clinic 1559,66,46,808,False,23.85
1560,Community Clinic 1560,91,27,353,True,11.49
1561,Community Clinic 1561,42,34,489,False,13.46
1562,District Hospital 1562,193,30,651,True,11.45
1563,Community Clinic 1563,32,32,516,True,15.39
1564,Health Center 1564,169,6,326,True,16.54
1565,Community Clinic 1565,169,32,759,False,26.78
1566,District Hospital 1566,11,42,400,False,5.94
1567,District Hospital 1567,71,8,392,True,22.89
1568,Health Center 1568,160,26,712,False,22.29
1569,Health Center 1569,138,40,269,True,18.23
1570,District Hospital 1570,75,35,558,False,15.67
1571,Community Clinic 1571,85,48,669,True,12.21
1572,District Hospital 1572,181,23,401,False,7.38
1573,District Hospital 1573,74,31,655,True,20.14
1574,Community Clinic 1574,59,38,513,False,0.98
1575,Community Clinic 1575,59,40,845,True,14.23
1576,Health Center 1576,81,38,264,False,20.97
1577,Health Center 1577,160,15,381,False,11.33
1578,Health Center 1578,28,24,961,False,7.27
1579,Health Center 1579,70,31,479,True,25.29
1580,Community Clinic 1580,27,44,530,True,21.9
1581,District Hospital 1581,147,46,772,True,29.15
1582,Community Clinic 1582,103,38,781,False,9.21
1583,Community Clinic 1583,162,44,402,True,27.02
1584,Community Clinic 1584,173,33,228,True,9.65
1585,Health Center 1585,46,46,278,False,27.44
1586,District Hospital 1586,122,17,516,True,9.3
1587,Health Center 1587,200,20,513,False,3.73
1588,Health Center 1588,147,12,637,False,25.98
1589,District Hospital 1589,106,43,201,False,11.28
1590,District Hospital 1590,155,17,255,True,22.31
1591,Health Center 1591,121,7,796,True,4.21
1592,Community Clinic 1592,172,48,234,True,0.96
1593,Health Center 1593,22,20,396,True,7.97
1594,Community Clinic 1594,18,26,291,False,23.2
1595,Community Clinic 1595,82,22,197,False,26.43
1596,District Hospital 1596,101,10,850,True,16.86
1597,Community Clinic 1597,133,44,669,True,9.52
1598,Community Clinic 1598,16,11,249,False,16.62
1599,District Hospital 1599,61,35,671,False,9.82
1600,Health Center 1600,175,47,537,True,6.19
1601,Community Clinic 1601,104,29,797,False,6.58
1602,District Hospital 1602,144,38,680,True,14.83
1603,District Hospital 1603,159,33,276,True,10.07
1604,Community Clinic 1604,117,11,965,True,17.48
1605,District Hospital 1605,138,41,197,True,13.82
1606,Health Center 1606,163,40,196,True,8.33
1607,Community Clinic 1607,65,35,992,True,21.72
1608,District Hospital 1608,47,17,934,True,14.81
1609,District Hospital 1609,98,16,461,True,6.73
1610,Health Center 1610,138,16,910,True,9.92
1611,Health Center 1611,38,40,594,False,4.32
1612,District Hospital 1612,89,18,256,True,21.32
1613,Health Center 1613,187,33,508,False,18.95
1614,Health Center 1614,75,30,827,True,1.88
1615,Health Center 1615,191,10,505,True,5.93
1616,Health Center 1616,37,35,464,True,18.86
1617,District Hospital 1617,84,27,470,True,14.53
1618,Community Clinic 1618,142,42,938,True,26.73
1619,Health Center 1619,47,6,795,True,3.53
1620,District Hospital 1620,79,44,761,False,25.27
1621,District Hospital 1621,98,17,617,True,6.91
1622,Health Center 1622,106,29,766,True,2.74
1623,Community Clinic 1623,167,48,551,False,6.16
1624,Health Center 1624,116,8,958,False,2.72
1625,District Hospital 1625,29,40,475,False,3.86
1626,District Hospital 1626,171,14,452,False,22.37
1627,District Hospital 1627,121,7,809,False,13.72
1628,Health Center 1628,54,17,695,True,0.99
1629,Health Center 1629,21,10,606,False,17.93
1630,District Hospital 1630,11,13,457,True,4.48
1631,Community Clinic 1631,13,37,751,True,3.85
1632,District Hospital 1632,31,33,595,True,4.28
1633,Community Clinic 1633,125,40,753,False,13.49
1634,District Hospital 1634,80,37,377,True,8.06
1635,Community Clinic 1635,73,5,957,True,12.97
1636,Community Clinic 1636,151,21,365,True,17.91
1637,Community Clinic 1637,78,41,337,False,15.65
1638,Health Center 1638,123,5,582,True,1.23
1639,Community Clinic 1639,69,47,294,True,14.35
1640,Health Center 1640,91,10,716,True,20.26
1641,Health Center 1641,51,12,612,True,1.21
1642,District Hospital 1642,190,28,262,False,27.14
1643,District Hospital 1643,65,10,939,True,24.7
1644,Health Center 1644,115,29,872,True,11.77
1645,Health Center 1645,35,41,275,False,15.63
1646,District Hospital 1646,160,23,411,True,0.61
1647,Community Clinic 1647,194,37,163,False,14.12
1648,District Hospital 1648,35,23,861,True,6.95
1649,District Hospital 1649,16,20,447,False,18.94
1650,District Hospital 1650,18,12,308,True,13.87
1651,Community Clinic 1651,20,34,381,False,15.04
1652,District Hospital 1652,24,43,539,True,25.07
1653,Community Clinic 1653,54,18,976,True,13.9
1654,District Hospital 1654,38,44,486,True,24.02
1655,District Hospital 1655,91,29,166,False,14.69
1656,Health Center 1656,84,42,971,False,5.83
1657,District Hospital 1657,89,30,344,True,17.08
1658,Community Clinic 1658,117,17,212,True,22.05
1659,Health Center 1659,195,41,441,True,25.24
1660,Health Center 1660,179,21,604,True,19.61
1661,Health Center 1661,60,6,535,False,11.59
1662,Community Clinic 1662,71,5,821,True,3.53
1663,District Hospital 1663,91,19,538,True,12.89
1664,Health Center 1664,13,8,160,True,19.78
1665,Community Clinic 1665,17,23,441,False,25.73
1666,Community Clinic 1666,151,35,875,False,6.26
1667,District Hospital 1667,141,40,392,False,17.91
1668,Health Center 1668,166,11,721,True,16.56
1669,Health Center 1669,177,8,869,False,20.44
1670,District Hospital 1670,16,32,585,True,9.15
1671,District Hospital 1671,82,35,874,False,23.99
1672,District Hospital 1672,160,13,158,True,26.92
1673,Community Clinic 1673,160,5,605,True,11.6
1674,Health Center 1674,51,22,396,False,8.01
1675,Community Clinic 1675,144,13,570,False,4.47
1676,Health Center 1676,74,24,510,True,24.47
1677,Health Center 1677,106,40,916,False,8.38
1678,District Hospital 1678,131,30,747,False,22.49
1679,Community Clinic 1679,35,17,615,False,16.4
1680,Community Clinic 1680,145,21,760,False,11.63
1681,Health Center 1681,12,12,552,True,26.1
1682,Community Clinic 1682,162,29,690,True,19.23
1683,Community Clinic 1683,184,5,554,False,24.9
1684,Health Center 1684,52,18,897,True,20.96
1685,Community Clinic 1685,153,49,291,True,13.12
1686,Community Clinic 1686,80,43,317,True,7.16
1687,Community Clinic 1687,181,50,364,True,13.38
1688,Health Center 1688,28,42,101,False,18.92
1689,Health Center 1689,93,9,866,False,3.09
1690,Health Center 1690,153,48,535,False,23.64
1691,Health Center 1691,132,17,723,True,29.81
1692,District Hospital 1692,67,36,288,False,5.73
1693,Community Clinic 1693,14,15,925,False,4.55
1694,Health Center 1694,117,21,746,True,10.24
1695,Health Center 1695,85,6,201,False,8.16
1696,Community Clinic 1696,16,27,256,False,8.65
1697,District Hospital 1697,54,17,229,False,18.75
1698,District Hospital 1698,164,30,708,True,2.06
1699,Health Center 1699,93,41,130,True,10.05
1700,Community Clinic 1700,171,45,511,False,14.31
1701,Community Clinic 1701,38,14,112,False,12.88
1702,District Hospital 1702,108,25,728,False,23.26
1703,Health Center 1703,80,27,167,False,6.19
1704,Community Clinic 1704,53,37,835,False,12.85
1705,Health Center 1705,20,7,168,True,20.88
1706,District Hospital 1706,49,5,730,True,21.3
1707,Health Center 1707,111,10,632,True,24.49
1708,District Hospital 1708,194,19,454,True,6.76
1709,District Hospital 1709,117,33,504,False,26.41
1710,Health Center 1710,149,49,648,True,7.91
1711,Health Center 1711,64,22,887,True,3.08
1712,Health Center 1712,152,46,272,False,15.98
1713,Health Center 1713,47,11,293,True,23.24
1714,Community Clinic 1714,11,33,829,True,8.39
1715,District Hospital 1715,44,24,894,True,9.17
1716,District Hospital 1716,48,46,947,False,26.75
1717,District Hospital 1717,49,30,981,False,6.32
1718,Health Center 1718,146,35,236,True,14.23
1719,District Hospital 1719,49,26,360,True,9.79
1720,District Hospital 1720,162,6,845,True,3.68
1721,District Hospital 1721,111,50,585,True,4.17
1722,District Hospital 1722,88,50,395,False,8.48
1723,District Hospital 1723,199,24,122,False,14.26
1724,Community Clinic 1724,100,9,798,True,2.48
1725,District Hospital 1725,35,43,373,False,12.36
1726,District Hospital 1726,184,11,487,False,24.89
1727,Community Clinic 1727,25,43,450,False,8.06
1728,District Hospital 1728,172,5,493,True,16.54
1729,Community Clinic 1729,143,14,480,True,22.07
1730,Health Center 1730,63,32,343,False,4.77
1731,Health Center 1731,104,40,331,True,1.46
1732,Community Clinic 1732,19,47,206,True,8.38
1733,Community Clinic 1733,55,48,728,True,10.21
1734,Health Center 1734,83,39,566,True,18.23
1735,District Hospital 1735,86,46,445,False,11.13
1736,Community Clinic 1736,13,43,249,False,20.32
1737,Community Clinic 1737,185,6,194,True,11.12
1738,District Hospital 1738,13,8,281,True,10.15
1739,Health Center 1739,85,46,849,False,24.5
1740,Community Clinic 1740,179,13,170,False,17.05
1741,Health Center 1741,153,30,940,False,29.24
1742,District Hospital 1742,36,28,304,False,16.16
1743,Community Clinic 1743,163,30,809,True,25.15
1744,Community Clinic 1744,128,47,414,False,15.61
1745,District Hospital 1745,10,37,992,True,19.05
1746,Health Center 1746,102,36,928,False,18.9
1747,Health Center 1747,13,38,407,False,22.12
1748,Community Clinic 1748,72,8,137,False,1.55
1749,District Hospital 1749,111,19,993,True,4.49
1750,Community Clinic 1750,30,42,486,True,14.22
1751,District Hospital 1751,78,35,444,True,27.83
1752,Health Center 1752,102,27,511,False,6.82
1753,Community Clinic 1753,17,33,104,False,17.7
1754,Health Center 1754,195,23,381,False,26.21
1755,Health Center 1755,31,38,886,False,15.45
1756,Community Clinic 1756,149,25,534,True,22.91
1757,Community Clinic 1757,32,36,848,True,18.85
1758,Community Clinic 1758,149,17,842,False,19.95
1759,Community Clinic 1759,171,20,405,False,26.59
1760,Health Center 1760,116,46,613,False,1.86
1761,Community Clinic 1761,89,41,644,False,9.72
1762,Community Clinic 1762,88,27,538,True,4.46
1763,Community Clinic 1763,126,25,412,False,16.49
1764,Health Center 1764,158,11,643,True,22.82
1765,Community Clinic 1765,104,26,756,False,18.22
1766,Health Center 1766,165,43,297,True,3.49
1767,District Hospital 1767,200,48,287,True,1.32
1768,Health Center 1768,16,8,705,True,20.71
1769,District Hospital 1769,15,8,420,False,13.47
1770,Community Clinic 1770,77,42,605,True,12.95
1771,Community Clinic 1771,69,37,415,True,11.62
1772,Community Clinic 1772,63,6,230,False,12.98
1773,Health Center 1773,54,26,725,False,7.57
1774,Community Clinic 1774,141,26,441,True,1.63
1775,Health Center 1775,83,44,716,True,17.5
1776,Community Clinic 1776,26,25,561,False,25.29
1777,Health Center 1777,92,20,911,False,14.2
1778,Community Clinic 1778,184,49,820,False,24.48
1779,Community Clinic 1779,94,44,926,False,20.13
1780,Community Clinic 1780,187,44,738,False,5.83
1781,Community Clinic 1781,14,45,298,False,14.46
1782,Community Clinic 1782,158,8,601,True,28.08
1783,District Hospital 1783,121,14,497,True,22.02
1784,District Hospital 1784,116,16,612,False,11.76
1785,Health Center 1785,29,19,467,False,9.87
1786,Health Center 1786,86,38,992,False,2.65
1787,District Hospital 1787,103,20,491,True,13.47
1788,District Hospital 1788,126,17,640,False,9.44
1789,Health Center 1789,125,43,530,True,9.33
1790,Community Clinic 1790,154,50,308,True,17.63
1791,Community Clinic 1791,26,26,561,True,29.69
1792,Health Center 1792,198,38,840,False,9.74
1793,Community Clinic 1793,46,7,652,True,3.05
1794,Community Clinic 1794,27,21,202,False,7.11
1795,Health Center 1795,147,36,710,False,9.23
1796,District Hospital 1796,127,15,198,True,11.72
1797,Health Center 1797,147,26,165,False,25.49
1798,District Hospital 1798,186,8,451,True,2.27
1799,Health Center 1799,67,14,919,True,18.53
1800,District Hospital 1800,22,49,856,False,3.52
1801,Community Clinic 1801,132,22,755,False,24.74
1802,Health Center 1802,101,44,898,False,29.76
1803,District Hospital 1803,54,11,154,True,22.31
1804,Health Center 1804,94,32,887,False,13.19
1805,Health Center 1805,11,10,669,True,17.29
1806,Community Clinic 1806,37,16,192,True,22.76
1807,Health Center 1807,122,49,625,False,14.77
1808,Community Clinic 1808,116,35,571,True,24.33
1809,Community Clinic 1809,169,43,441,False,29.22
1810,District Hospital 1810,163,40,547,False,19.22
1811,Health Center 1811,193,48,514,True,3.11
1812,Health Center 1812,114,5,725,True,8.12
1813,District Hospital 1813,101,20,611,False,6.55
1814,Community Clinic 1814,181,20,215,False,10.72
1815,Health Center 1815,192,23,631,True,10.0
1816,Health Center 1816,32,11,254,False,17.11
1817,District Hospital 1817,170,40,262,True,14.23
1818,Health Center 1818,83,5,673,True,8.85
1819,District Hospital 1819,189,39,983,True,0.79
1820,Health Center 1820,54,43,732,True,10.67
1821,Community Clinic 1821,165,20,633,True,26.44
