Initiative_key,Initiative_name,Start_date,End_date,Coverage_percentage
1532,Malaria Testing and Treatment Program,2021-06-18,2021-12-26,82.14
1533,Community Health Worker Training,2022-07-22,2018-07-10,66.1
1534,Indoor Residual Spraying Campaign,2023-08-16,2019-11-05,64.82
1535,Malaria Awareness Campaign,2022-12-01,2022-08-17,81.06
1536,Bed Net Distribution Program,2020-07-09,2021-05-30,80.85
1537,Community Health Worker Training,2023-04-29,2015-08-11,72.76
1538,Malaria Testing and Treatment Program,2020-06-18,2019-10-23,89.15
1539,Community Health Worker Training,2017-03-21,2023-02-23,78.57
1540,Community Health Worker Training,2016-05-10,2023-05-15,94.12
1541,Bed Net Distribution Program,2015-04-13,2015-11-04,94.53
1542,Community Health Worker Training,2022-10-19,2015-04-02,72.43
1543,Bed Net Distribution Program,2016-07-14,2022-11-23,93.84
1544,Indoor Residual Spraying Campaign,2019-06-30,2018-05-07,57.52
1545,Malaria Awareness Campaign,2021-06-13,2017-06-27,59.43
1546,Malaria Awareness Campaign,2023-06-27,2017-11-18,93.54
1547,Community Health Worker Training,2021-09-04,2021-02-09,51.31
1548,Bed Net Distribution Program,2017-10-14,2022-11-27,93.67
1549,Malaria Awareness Campaign,2022-05-14,2017-11-30,50.61
1550,Malaria Awareness Campaign,2020-10-27,2016-02-19,71.45
1551,Malaria Awareness Campaign,2022-12-20,2016-11-25,77.15
1552,Community Health Worker Training,2019-08-26,2017-01-25,54.87
1553,Malaria Awareness Campaign,2016-03-25,2020-02-06,75.57
1554,Indoor Residual Spraying Campaign,2016-02-21,2022-02-14,64.42
1555,Community Health Worker Training,2016-08-16,2019-02-25,60.83
1556,Bed Net Distribution Program,2015-07-07,2017-02-03,61.28
1557,Malaria Awareness Campaign,2016-07-28,2019-11-10,66.54
1558,Bed Net Distribution Program,2020-09-05,2018-09-13,61.16
1559,Community Health Worker Training,2020-02-24,2022-03-15,75.13
1560,Bed Net Distribution Program,2017-08-16,2016-08-12,79.76
1561,Bed Net Distribution Program,2022-04-11,2015-03-05,64.86
1562,Bed Net Distribution Program,2016-02-25,2022-05-16,85.47
1563,Bed Net Distribution Program,2016-07-22,2015-06-07,54.81
1564,Indoor Residual Spraying Campaign,2019-07-23,2018-11-13,93.74
1565,Malaria Testing and Treatment Program,2022-03-19,2021-02-02,89.12
1566,Malaria Testing and Treatment Program,2018-10-14,2015-05-30,50.18
1567,Indoor Residual Spraying Campaign,2017-09-02,2017-01-07,82.75
1568,Malaria Awareness Campaign,2017-01-26,2021-03-09,75.74
1569,Malaria Testing and Treatment Program,2021-04-25,2020-11-08,68.85
1570,Bed Net Distribution Program,2020-10-03,2018-03-11,51.43
1571,Bed Net Distribution Program,2019-12-27,2019-04-20,74.74
1572,Malaria Awareness Campaign,2016-04-21,2016-01-12,69.91
1573,Community Health Worker Training,2016-11-16,2021-01-16,68.8
1574,Malaria Testing and Treatment Program,2019-11-11,2017-03-02,59.54
1575,Indoor Residual Spraying Campaign,2018-02-01,2015-09-21,55.91
1576,Malaria Testing and Treatment Program,2021-10-05,2021-06-26,55.67
1577,Community Health Worker Training,2023-11-18,2023-11-29,70.25
1578,Indoor Residual Spraying Campaign,2016-03-22,2023-05-02,94.19
1579,Malaria Awareness Campaign,2016-12-09,2023-02-09,86.65
1580,Indoor Residual Spraying Campaign,2016-06-16,2018-03-30,54.9
1581,Malaria Testing and Treatment Program,2020-03-06,2019-01-04,79.6
1582,Bed Net Distribution Program,2020-04-18,2015-01-22,65.18
1583,Indoor Residual Spraying Campaign,2021-06-30,2023-05-25,89.55
1584,Malaria Testing and Treatment Program,2017-05-08,2022-08-05,79.47
1585,Indoor Residual Spraying Campaign,2020-03-22,2022-12-10,88.36
1586,Malaria Awareness Campaign,2023-06-11,2021-04-27,90.12
1587,Community Health Worker Training,2017-10-19,2021-03-10,57.91
1588,Bed Net Distribution Program,2018-01-30,2017-12-08,69.07
1589,Malaria Testing and Treatment Program,2015-12-02,2022-05-18,89.75
1590,Community Health Worker Training,2019-08-05,2021-09-28,89.52
1591,Indoor Residual Spraying Campaign,2017-07-15,2023-08-13,61.04
1592,Bed Net Distribution Program,2019-09-08,2015-07-27,74.27
1593,Malaria Testing and Treatment Program,2016-09-15,2022-07-19,64.5
1594,Bed Net Distribution Program,2017-04-20,2020-08-19,50.4
1595,Bed Net Distribution Program,2021-12-01,2017-08-16,94.92
1596,Malaria Awareness Campaign,2022-10-14,2017-02-01,71.07
1597,Bed Net Distribution Program,2022-07-04,2022-01-07,84.33
1598,Bed Net Distribution Program,2016-04-10,2023-08-02,53.13
1599,Malaria Testing and Treatment Program,2020-12-27,2018-08-15,72.79
1600,Community Health Worker Training,2017-06-30,2017-10-23,73.62
1601,Malaria Awareness Campaign,2023-01-13,2015-03-17,78.38
1602,Bed Net Distribution Program,2022-02-16,2015-06-06,72.58
1603,Bed Net Distribution Program,2023-07-05,2020-04-30,68.99
1604,Malaria Testing and Treatment Program,2021-05-22,2018-01-10,89.26
1605,Community Health Worker Training,2015-08-31,2016-02-09,79.92
1606,Indoor Residual Spraying Campaign,2019-10-16,2020-07-27,58.01
1607,Indoor Residual Spraying Campaign,2019-10-20,2019-11-08,53.18
1608,Indoor Residual Spraying Campaign,2016-01-20,2016-03-06,50.58
1609,Community Health Worker Training,2015-06-22,2022-03-26,51.45
1610,Community Health Worker Training,2021-11-30,2015-09-22,84.53
1611,Indoor Residual Spraying Campaign,2020-01-31,2018-04-30,61.62
1612,Community Health Worker Training,2019-12-30,2023-05-14,94.53
1613,Bed Net Distribution Program,2022-12-09,2017-08-26,64.1
1614,Community Health Worker Training,2016-07-23,2017-01-04,53.89
1615,Bed Net Distribution Program,2015-10-02,2018-10-20,87.82
1616,Malaria Testing and Treatment Program,2020-09-04,2022-07-21,70.45
1617,Community Health Worker Training,2016-07-05,2015-05-12,87.37
1618,Bed Net Distribution Program,2020-06-20,2019-01-06,81.52
1619,Indoor Residual Spraying Campaign,2021-07-21,2021-08-09,78.75
1620,Malaria Testing and Treatment Program,2018-10-15,2016-02-08,57.18
1621,Bed Net Distribution Program,2016-10-16,2023-01-01,68.04
1622,Malaria Testing and Treatment Program,2015-10-28,2017-09-19,77.67
1623,Indoor Residual Spraying Campaign,2017-05-11,2020-01-20,78.47
1624,Malaria Awareness Campaign,2022-05-22,2018-02-17,85.42
1625,Community Health Worker Training,2015-11-24,2017-07-21,85.79
1626,Indoor Residual Spraying Campaign,2020-12-08,2020-02-27,67.84
1627,Indoor Residual Spraying Campaign,2017-10-16,2017-02-17,83.7
1628,Community Health Worker Training,2018-12-24,2017-07-06,90.64
1629,Bed Net Distribution Program,2022-09-28,2023-10-17,70.23
1630,Bed Net Distribution Program,2021-02-15,2015-04-30,94.46
1631,Indoor Residual Spraying Campaign,2017-12-18,2016-09-23,54.8
1632,Indoor Residual Spraying Campaign,2020-07-02,2015-11-07,71.88
1633,Indoor Residual Spraying Campaign,2019-03-27,2017-07-29,70.29
1634,Indoor Residual Spraying Campaign,2019-04-21,2020-02-20,89.4
1635,Malaria Awareness Campaign,2022-12-10,2020-03-23,84.17
1636,Community Health Worker Training,2015-03-22,2020-05-24,88.52
1637,Malaria Awareness Campaign,2017-02-22,2020-12-02,62.68
1638,Community Health Worker Training,2019-08-29,2020-04-11,80.53
1639,Bed Net Distribution Program,2017-05-18,2016-06-26,87.17
1640,Bed Net Distribution Program,2021-08-05,2022-02-09,72.68
1641,Bed Net Distribution Program,2020-02-19,2016-05-23,75.73
1642,Community Health Worker Training,2022-06-03,2023-12-03,84.93
1643,Community Health Worker Training,2015-10-23,2016-07-25,63.76
1644,Malaria Awareness Campaign,2021-11-02,2017-09-28,66.64
1645,Malaria Testing and Treatment Program,2015-02-21,2022-04-23,54.32
1646,Malaria Testing and Treatment Program,2017-12-12,2017-11-08,50.73
1647,Bed Net Distribution Program,2016-01-13,2022-06-08,81.24
1648,Malaria Testing and Treatment Program,2015-04-09,2023-01-23,66.32
1649,Malaria Testing and Treatment Program,2022-09-04,2017-08-09,51.32
1650,Indoor Residual Spraying Campaign,2022-08-09,2021-08-29,94.91
1651,Indoor Residual Spraying Campaign,2017-08-05,2018-07-19,74.97
1652,Bed Net Distribution Program,2020-07-10,2015-10-16,57.37
1653,Malaria Awareness Campaign,2022-06-04,2018-07-17,85.47
1654,Malaria Awareness Campaign,2018-11-01,2020-07-17,89.92
1655,Malaria Testing and Treatment Program,2023-04-04,2016-12-13,91.78
1656,Malaria Awareness Campaign,2017-03-15,2023-10-26,59.38
1657,Indoor Residual Spraying Campaign,2017-10-20,2015-06-20,92.05
1658,Indoor Residual Spraying Campaign,2016-05-13,2023-12-06,77.69
1659,Malaria Testing and Treatment Program,2019-06-12,2022-04-03,60.84
1660,Malaria Testing and Treatment Program,2016-12-06,2021-01-22,77.33
1661,Bed Net Distribution Program,2018-09-08,2015-03-28,79.51
1662,Indoor Residual Spraying Campaign,2023-07-03,2021-06-05,81.19
1663,Indoor Residual Spraying Campaign,2023-10-23,2015-02-11,64.33
1664,Malaria Awareness Campaign,2023-06-13,2019-07-08,90.94
1665,Bed Net Distribution Program,2021-01-26,2021-05-08,75.22
1666,Malaria Testing and Treatment Program,2017-10-08,2021-07-03,64.47
1667,Malaria Awareness Campaign,2022-08-10,2021-05-10,68.14
1668,Malaria Testing and Treatment Program,2021-05-12,2021-04-13,68.45
1669,Malaria Awareness Campaign,2020-11-15,2017-04-06,94.52
1670,Indoor Residual Spraying Campaign,2017-06-21,2017-03-02,93.16
1671,Malaria Awareness Campaign,2015-03-21,2023-05-07,91.72
1672,Bed Net Distribution Program,2021-08-22,2018-12-08,65.86
1673,Community Health Worker Training,2022-04-02,2020-12-29,89.53
1674,Malaria Awareness Campaign,2023-08-23,2018-05-28,74.6
1675,Malaria Awareness Campaign,2019-06-19,2021-08-28,74.58
1676,Malaria Awareness Campaign,2017-09-18,2018-07-10,75.28
1677,Malaria Testing and Treatment Program,2015-12-23,2022-11-12,91.82
1678,Bed Net Distribution Program,2022-03-24,2022-03-03,83.26
1679,Malaria Testing and Treatment Program,2023-12-11,2016-07-29,54.53
1680,Community Health Worker Training,2019-04-08,2020-07-20,91.56
1681,Malaria Awareness Campaign,2021-11-08,2023-06-26,79.71
1682,Malaria Testing and Treatment Program,2021-06-27,2018-11-17,81.49
1683,Malaria Testing and Treatment Program,2021-11-15,2015-12-02,92.98
1684,Malaria Awareness Campaign,2015-03-23,2021-02-05,94.38
1685,Bed Net Distribution Program,2019-12-11,2017-10-23,78.24
1686,Bed Net Distribution Program,2015-01-06,2020-05-29,62.45
1687,Bed Net Distribution Program,2016-06-30,2020-05-21,78.84
1688,Bed Net Distribution Program,2017-01-17,2022-04-16,52.33
1689,Community Health Worker Training,2020-11-06,2021-06-26,59.07
1690,Malaria Testing and Treatment Program,2023-09-19,2017-06-25,61.31
1691,Malaria Testing and Treatment Program,2017-03-21,2023-02-27,94.05
1692,Malaria Awareness Campaign,2023-07-23,2016-03-24,55.92
1693,Community Health Worker Training,2020-12-10,2021-09-19,79.57
1694,Indoor Residual Spraying Campaign,2023-04-01,2016-07-07,77.79
1695,Malaria Testing and Treatment Program,2016-01-07,2015-01-10,77.37
1696,Malaria Testing and Treatment Program,2023-03-09,2019-01-25,61.87
1697,Bed Net Distribution Program,2020-08-18,2018-08-17,89.36
1698,Bed Net Distribution Program,2020-11-21,2019-09-12,74.58
1699,Bed Net Distribution Program,2018-01-09,2017-07-11,86.37
1700,Bed Net Distribution Program,2020-09-05,2018-06-14,74.07
1701,Community Health Worker Training,2021-09-24,2016-01-31,66.25
1702,Bed Net Distribution Program,2016-03-03,2021-01-22,58.97
1703,Bed Net Distribution Program,2017-02-18,2020-08-01,54.58
1704,Indoor Residual Spraying Campaign,2017-03-30,2021-05-31,67.26
1705,Community Health Worker Training,2015-01-01,2019-02-06,57.82
1706,Community Health Worker Training,2016-12-01,2021-06-29,68.93
1707,Bed Net Distribution Program,2021-08-13,2022-05-10,52.48
1708,Indoor Residual Spraying Campaign,2015-10-02,2022-03-12,51.83
1709,Community Health Worker Training,2020-09-18,2020-06-16,74.16
1710,Malaria Awareness Campaign,2022-12-07,2023-08-29,54.8
1711,Indoor Residual Spraying Campaign,2016-10-20,2020-09-01,84.66
1712,Indoor Residual Spraying Campaign,2018-08-03,2019-12-30,70.29
1713,Bed Net Distribution Program,2016-03-09,2017-07-22,73.92
1714,Malaria Awareness Campaign,2018-02-08,2018-11-15,82.75
1715,Community Health Worker Training,2018-12-17,2020-01-16,77.1
1716,Bed Net Distribution Program,2018-07-31,2019-12-22,93.46
1717,Indoor Residual Spraying Campaign,2017-11-29,2021-02-13,65.21
1718,Bed Net Distribution Program,2015-04-16,2020-03-06,76.42
1719,Malaria Awareness Campaign,2019-01-13,2018-03-07,67.19
1720,Community Health Worker Training,2020-10-25,2016-08-08,56.52
1721,Indoor Residual Spraying Campaign,2020-05-14,2020-06-20,65.91
1722,Malaria Testing and Treatment Program,2020-06-13,2017-06-17,50.85
1723,Malaria Awareness Campaign,2021-04-09,2022-09-06,54.35
1724,Indoor Residual Spraying Campaign,2015-12-22,2021-06-15,74.1
1725,Malaria Testing and Treatment Program,2017-07-07,2016-03-09,89.36
1726,Bed Net Distribution Program,2023-02-13,2017-03-06,56.89
1727,Indoor Residual Spraying Campaign,2022-05-09,2020-08-19,52.38
1728,Community Health Worker Training,2017-08-16,2021-07-10,78.12
1729,Malaria Testing and Treatment Program,2019-07-22,2018-08-25,72.0
1730,Malaria Testing and Treatment Program,2016-05-16,2022-12-20,59.02
1731,Community Health Worker Training,2020-10-05,2023-09-06,66.31
1732,Malaria Awareness Campaign,2017-04-28,2016-04-19,78.5
1733,Indoor Residual Spraying Campaign,2016-11-14,2016-07-27,77.03
1734,Bed Net Distribution Program,2022-09-23,2017-08-01,66.19
1735,Malaria Testing and Treatment Program,2016-09-21,2023-06-29,82.53
1736,Bed Net Distribution Program,2023-07-03,2016-08-07,56.7
1737,Bed Net Distribution Program,2021-10-13,2022-03-15,70.48
1738,Bed Net Distribution Program,2019-02-27,2022-05-03,70.19
1739,Indoor Residual Spraying Campaign,2019-04-16,2023-08-09,56.26
1740,Indoor Residual Spraying Campaign,2015-01-30,2015-04-21,58.37
1741,Malaria Awareness Campaign,2023-12-22,2021-12-20,66.06
1742,Malaria Awareness Campaign,2022-07-27,2023-06-02,68.35
1743,Indoor Residual Spraying Campaign,2017-04-24,2017-12-24,86.43
1744,Malaria Awareness Campaign,2021-08-06,2022-06-27,52.0
1745,Bed Net Distribution Program,2015-08-31,2018-11-21,87.15
1746,Community Health Worker Training,2023-04-06,2020-11-08,88.0
1747,Indoor Residual Spraying Campaign,2016-06-10,2016-10-17,84.04
1748,Malaria Testing and Treatment Program,2021-02-20,2019-06-18,85.27
1749,Community Health Worker Training,2016-07-01,2020-09-11,77.11
1750,Indoor Residual Spraying Campaign,2016-09-14,2015-12-12,70.61
1751,Community Health Worker Training,2019-10-22,2020-09-18,64.26
1752,Bed Net Distribution Program,2016-12-18,2020-03-01,54.19
1753,Malaria Awareness Campaign,2017-04-19,2015-11-01,66.53
1754,Indoor Residual Spraying Campaign,2022-05-30,2016-12-30,55.73
1755,Malaria Awareness Campaign,2019-04-25,2015-06-02,62.68
1756,Malaria Awareness Campaign,2015-10-04,2017-08-28,90.66
1757,Indoor Residual Spraying Campaign,2019-05-09,2019-07-04,70.55
1758,Malaria Testing and Treatment Program,2023-09-20,2015-12-22,61.36
1759,Community Health Worker Training,2018-12-01,2018-05-16,67.63
1760,Community Health Worker Training,2023-06-02,2020-01-31,68.49
1761,Malaria Awareness Campaign,2017-10-28,2022-08-20,72.69
1762,Bed Net Distribution Program,2016-07-30,2021-07-04,80.52
1763,Malaria Testing and Treatment Program,2017-05-30,2016-03-01,51.41
1764,Bed Net Distribution Program,2020-12-05,2016-04-09,85.61
1765,Bed Net Distribution Program,2019-06-23,2018-11-03,51.47
1766,Malaria Awareness Campaign,2021-07-07,2017-02-04,57.99
1767,Malaria Awareness Campaign,2017-09-14,2023-03-25,81.06
1768,Bed Net Distribution Program,2017-10-12,2017-07-23,82.95
1769,Bed Net Distribution Program,2015-12-26,2021-03-16,91.64
1770,Indoor Residual Spraying Campaign,2019-12-07,2022-08-19,93.92
1771,Community Health Worker Training,2021-06-24,2021-12-14,81.13
1772,Indoor Residual Spraying Campaign,2022-05-08,2019-11-26,70.52
1773,Bed Net Distribution Program,2020-12-29,2017-08-28,51.41
1774,Indoor Residual Spraying Campaign,2023-04-06,2015-09-07,76.47
1775,Bed Net Distribution Program,2019-02-28,2017-03-11,67.99
1776,Malaria Testing and Treatment Program,2016-12-18,2017-12-02,52.58
1777,Indoor Residual Spraying Campaign,2022-06-01,2021-12-09,55.82
1778,Malaria Testing and Treatment Program,2017-02-21,2023-04-22,88.54
1779,Bed Net Distribution Program,2016-07-12,2020-07-09,90.45
1780,Malaria Testing and Treatment Program,2016-02-01,2018-06-01,89.61
1781,Indoor Residual Spraying Campaign,2020-03-15,2021-01-04,59.29
1782,Bed Net Distribution Program,2021-06-01,2015-10-15,60.76
1783,Malaria Testing and Treatment Program,2022-10-09,2018-06-23,85.29
1784,Community Health Worker Training,2016-06-15,2019-08-30,70.9
1785,Community Health Worker Training,2018-01-26,2020-10-08,93.55
1786,Community Health Worker Training,2023-07-23,2021-06-13,63.57
1787,Malaria Testing and Treatment Program,2023-01-21,2015-12-31,75.32
1788,Community Health Worker Training,2020-12-05,2020-08-13,90.26
1789,Malaria Awareness Campaign,2015-03-15,2023-06-18,94.7
1790,Community Health Worker Training,2020-06-22,2017-01-13,94.74
1791,Malaria Awareness Campaign,2022-11-21,2020-04-07,64.54
1792,Bed Net Distribution Program,2020-06-25,2022-10-01,73.43
1793,Indoor Residual Spraying Campaign,2015-05-25,2020-09-18,86.58
1794,Malaria Awareness Campaign,2015-05-18,2017-11-02,88.29
1795,Malaria Testing and Treatment Program,2018-08-21,2015-03-14,90.56
1796,Bed Net Distribution Program,2018-08-07,2022-10-28,83.01
1797,Community Health Worker Training,2022-03-28,2016-04-15,59.81
1798,Malaria Awareness Campaign,2017-03-24,2016-06-13,86.12
1799,Bed Net Distribution Program,2019-03-25,2021-12-26,84.58
1800,Indoor Residual Spraying Campaign,2015-02-23,2023-11-29,74.28
1801,Community Health Worker Training,2021-11-14,2023-04-01,68.95
1802,Bed Net Distribution Program,2018-12-30,2017-01-08,64.61
1803,Indoor Residual Spraying Campaign,2018-05-17,2020-01-21,80.6
1804,Indoor Residual Spraying Campaign,2016-02-25,2020-09-12,80.81
1805,Community Health Worker Training,2020-02-24,2023-06-15,91.62
1806,Community Health Worker Training,2018-09-22,2022-11-06,60.07
1807,Indoor Residual Spraying Campaign,2016-02-11,2020-06-23,67.99
1808,Indoor Residual Spraying Campaign,2015-09-26,2023-11-02,83.15
1809,Indoor Residual Spraying Campaign,2020-02-24,2022-05-20,78.23
1810,Indoor Residual Spraying Campaign,2021-11-15,2017-01-07,58.07
1811,Community Health Worker Training,2021-08-05,2021-08-23,88.23
1812,Bed Net Distribution Program,2023-10-08,2023-08-24,70.15
1813,Malaria Testing and Treatment Program,2016-12-30,2023-01-13,74.86
1814,Indoor Residual Spraying Campaign,2018-01-13,2017-02-20,94.11
1815,Malaria Testing and Treatment Program,2021-08-12,2016-10-23,61.95
1816,Malaria Testing and Treatment Program,2016-11-18,2020-09-29,91.83
1817,Indoor Residual Spraying Campaign,2022-05-20,2023-01-10,91.89
1818,Indoor Residual Spraying Campaign,2023-07-14,2015-04-09,61.75
1819,Community Health Worker Training,2019-08-03,2017-09-07,53.89
1820,Malaria Awareness Campaign,2021-08-04,2021-06-07,76.8
1821,Malaria Testing and Treatment Program,2020-11-14,2019-10-03,64.18
1822,Malaria Awareness Campaign,2019-01-03,2021-12-04,71.31
1823,Indoor Residual Spraying Campaign,2021-07-23,2017-11-10,80.34
1824,Malaria Awareness Campaign,2018-08-10,2022-09-23,55.07
1825,Bed Net Distribution Program,2015-04-02,2015-01-23,89.26
1826,Malaria Awareness Campaign,2020-11-03,2017-11-29,51.66
1827,Malaria Awareness Campaign,2020-06-02,2023-01-28,84.68
1828,Malaria Awareness Campaign,2019-01-10,2022-06-05,73.24
1829,Malaria Awareness Campaign,2021-12-30,2023-05-05,85.2
1830,Malaria Testing and Treatment Program,2018-11-17,2021-01-07,77.85
1831,Community Health Worker Training,2021-04-22,2015-02-13,93.8
1832,Community Health Worker Training,2018-06-05,2015-06-15,58.05
1833,Bed Net Distribution Program,2020-04-23,2023-06-06,61.19
1834,Malaria Awareness Campaign,2021-03-25,2021-04-15,55.87
1835,Community Health Worker Training,2022-12-29,2017-11-21,84.3
1836,Indoor Residual Spraying Campaign,2023-03-07,2018-05-11,91.15
1837,Malaria Awareness Campaign,2017-09-09,2017-05-15,76.49
1838,Bed Net Distribution Program,2021-06-27,2021-03-19,68.27
1839,Malaria Awareness Campaign,2016-04-06,2016-11-03,68.97
1840,Malaria Testing and Treatment Program,2015-01-19,2017-01-06,75.5
1841,Indoor Residual Spraying Campaign,2022-08-02,2015-02-08,76.57
1842,Indoor Residual Spraying Campaign,2021-07-22,2017-06-01,89.72
1843,Malaria Awareness Campaign,2019-09-05,2016-12-13,58.19
1844,Malaria Awareness Campaign,2015-03-31,2017-04-07,74.06
1845,Community Health Worker Training,2015-07-27,2016-07-02,53.33
1846,Malaria Awareness Campaign,2022-07-27,2018-06-10,89.1
1847,Malaria Testing and Treatment Program,2021-10-05,2016-05-21,93.13
1848,Indoor Residual Spraying Campaign,2022-03-06,2016-11-24,93.35
1849,Indoor Residual Spraying Campaign,2022-09-03,2017-08-24,84.46
1850,Bed Net Distribution Program,2020-11-12,2021-12-06,50.83
1851,Community Health Worker Training,2023-06-06,2022-03-22,56.49
1852,Malaria Awareness Campaign,2017-10-04,2018-01-11,60.73
1853,Bed Net Distribution Program,2022-05-27,2015-03-05,62.7
1854,Bed Net Distribution Program,2018-05-21,2022-01-14,71.47
1855,Community Health Worker Training,2018-05-13,2022-05-11,59.08
1856,Community Health Worker Training,2017-12-12,2016-08-28,79.87
1857,Community Health Worker Training,2015-12-03,2016-06-16,86.12
1858,Malaria Testing and Treatment Program,2018-12-19,2021-02-04,50.5
1859,Indoor Residual Spraying Campaign,2020-05-20,2022-01-02,81.18
1860,Indoor Residual Spraying Campaign,2020-01-19,2021-04-16,64.73
1861,Malaria Testing and Treatment Program,2017-03-27,2016-10-13,78.47
1862,Bed Net Distribution Program,2015-01-26,2022-06-09,71.47
1863,Community Health Worker Training,2022-05-04,2018-08-15,75.19
1864,Malaria Awareness Campaign,2016-11-09,2021-05-25,50.54
1865,Indoor Residual Spraying Campaign,2015-05-20,2015-08-05,90.23
1866,Malaria Testing and Treatment Program,2016-04-05,2020-05-17,87.65
1867,Indoor Residual Spraying Campaign,2021-10-22,2015-04-15,50.65
1868,Bed Net Distribution Program,2022-01-08,2021-09-10,53.88
1869,Bed Net Distribution Program,2019-05-01,2023-07-28,91.18
1870,Indoor Residual Spraying Campaign,2019-01-07,2016-05-04,91.89
1871,Malaria Testing and Treatment Program,2017-07-17,2019-05-26,58.22
1872,Community Health Worker Training,2020-04-20,2023-03-08,74.4
1873,Malaria Testing and Treatment Program,2019-04-23,2020-09-03,84.72
1874,Community Health Worker Training,2016-04-23,2019-11-21,67.1
1875,Indoor Residual Spraying Campaign,2019-07-20,2021-06-19,85.47
1876,Indoor Residual Spraying Campaign,2022-02-06,2017-05-09,58.43
1877,Bed Net Distribution Program,2015-01-26,2017-07-05,67.53
1878,Malaria Testing and Treatment Program,2021-02-16,2017-09-21,57.19
1879,Malaria Testing and Treatment Program,2020-12-04,2022-05-24,94.76
1880,Bed Net Distribution Program,2020-06-24,2017-02-12,78.71
1881,Community Health Worker Training,2021-06-11,2023-12-21,71.51
1882,Indoor Residual Spraying Campaign,2017-03-30,2023-10-24,90.41
1883,Malaria Awareness Campaign,2018-11-25,2020-05-23,53.0
1884,Indoor Residual Spraying Campaign,2023-07-28,2018-04-10,84.98
1885,Bed Net Distribution Program,2023-03-09,2018-09-12,74.3
1886,Bed Net Distribution Program,2019-07-18,2023-12-08,61.65
1887,Bed Net Distribution Program,2020-02-19,2017-06-25,56.97
1888,Malaria Testing and Treatment Program,2023-11-09,2022-11-22,66.61
1889,Malaria Testing and Treatment Program,2023-05-04,2022-07-08,62.67
1890,Indoor Residual Spraying Campaign,2019-04-14,2015-09-07,67.19
1891,Indoor Residual Spraying Campaign,2019-08-26,2020-04-13,58.42
1892,Malaria Testing and Treatment Program,2016-11-21,2022-04-28,94.34
1893,Community Health Worker Training,2015-06-30,2021-11-02,74.58
1894,Bed Net Distribution Program,2023-09-28,2021-01-04,84.22
1895,Community Health Worker Training,2016-01-31,2022-01-23,52.19
1896,Community Health Worker Training,2022-05-07,2018-11-30,88.86
1897,Community Health Worker Training,2019-11-13,2017-12-05,82.02
1898,Community Health Worker Training,2016-10-04,2020-07-02,63.39
1899,Bed Net Distribution Program,2019-08-07,2022-12-05,72.84
1900,Indoor Residual Spraying Campaign,2019-11-04,2018-08-15,85.26
1901,Bed Net Distribution Program,2021-11-09,2021-01-16,67.46
1902,Community Health Worker Training,2020-05-02,2016-11-07,66.2
1903,Indoor Residual Spraying Campaign,2022-03-05,2015-03-27,57.92
1904,Malaria Awareness Campaign,2018-03-06,2020-05-05,58.28
1905,Malaria Testing and Treatment Program,2018-09-15,2023-06-05,85.44
1906,Malaria Testing and Treatment Program,2023-05-17,2018-02-21,84.77
1907,Bed Net Distribution Program,2019-04-30,2016-03-11,82.33
1908,Malaria Testing and Treatment Program,2023-11-05,2020-08-09,68.17
1909,Indoor Residual Spraying Campaign,2019-06-25,2018-10-23,51.23
1910,Indoor Residual Spraying Campaign,2019-08-08,2023-08-22,76.06
1911,Bed Net Distribution Program,2018-02-13,2019-12-05,84.06
1912,Malaria Awareness Campaign,2018-05-30,2018-12-24,82.86
1913,Bed Net Distribution Program,2022-02-19,2020-05-11,77.58
1914,Malaria Awareness Campaign,2016-12-30,2017-12-28,94.06
1915,Bed Net Distribution Program,2023-07-14,2017-04-30,61.86
1916,Malaria Awareness Campaign,2022-11-22,2023-06-28,88.0
1917,Indoor Residual Spraying Campaign,2015-09-01,2021-01-27,74.43
1918,Malaria Awareness Campaign,2021-12-16,2020-12-01,51.49
1919,Community Health Worker Training,2021-02-11,2018-08-17,89.68
1920,Bed Net Distribution Program,2016-09-11,2017-05-08,86.58
1921,Malaria Awareness Campaign,2023-06-05,2016-09-06,76.53
1922,Malaria Testing and Treatment Program,2021-10-20,2018-07-04,68.4
1923,Community Health Worker Training,2015-09-25,2017-01-17,51.57
1924,Malaria Awareness Campaign,2017-01-14,2019-01-04,81.65
1925,Malaria Awareness Campaign,2018-04-14,2022-08-12,94.1
1926,Community Health Worker Training,2021-07-17,2022-03-20,53.19
1927,Indoor Residual Spraying Campaign,2020-07-13,2019-12-04,92.68
1928,Community Health Worker Training,2022-10-13,2023-05-15,89.39
1929,Bed Net Distribution Program,2015-08-14,2019-03-08,64.04
1930,Bed Net Distribution Program,2017-09-01,2017-05-23,58.58
1931,Bed Net Distribution Program,2018-11-01,2022-05-30,92.84
1932,Community Health Worker Training,2017-01-18,2017-07-24,78.5
1933,Community Health Worker Training,2018-10-28,2020-11-24,86.32
1934,Malaria Awareness Campaign,2018-08-05,2019-08-24,84.64
1935,Bed Net Distribution Program,2017-10-22,2023-10-12,83.59
1936,Indoor Residual Spraying Campaign,2022-08-07,2020-10-18,92.08
1937,Community Health Worker Training,2023-02-08,2020-04-08,69.54
1938,Malaria Awareness Campaign,2016-05-10,2018-08-02,61.24
1939,Malaria Testing and Treatment Program,2021-05-21,2020-11-01,70.15
1940,Bed Net Distribution Program,2019-04-09,2023-07-02,82.74
