Weather_key,Temperature,Humidity,Rainfall,Wind_speed,Weather_pattern
1189,21.39,90.89,55.08,8.91,Cloudy
1190,27.32,63.07,138.41,17.74,Stormy
1191,21.85,88.64,188.53,3.32,Stormy
1192,26.23,83.86,165.77,7.24,Cloudy
1193,28.42,74.26,59.45,2.72,Rainy
1194,21.25,83.7,293.31,13.24,Sunny
1195,23.45,61.84,101.2,3.45,Rainy
1196,24.72,91.36,153.41,9.82,Cloudy
1197,26.82,81.13,141.0,17.79,Cloudy
1198,28.53,83.26,178.79,7.62,Cloudy
1199,20.65,89.05,94.58,0.79,Sunny
1200,29.28,72.73,282.03,5.22,Cloudy
1201,31.73,74.71,240.56,14.6,Stormy
1202,34.57,77.4,91.88,0.4,Stormy
1203,23.79,66.35,219.96,13.33,Rainy
1204,31.99,67.53,66.36,4.89,Rainy
1205,25.86,76.7,3.84,11.63,Stormy
1206,20.9,75.28,130.97,1.66,Stormy
1207,33.78,77.83,292.7,13.4,Cloudy
1208,30.8,83.88,67.97,10.61,Sunny
1209,20.28,71.83,44.85,0.54,Sunny
1210,30.13,60.72,32.14,3.98,Stormy
1211,20.19,92.07,292.49,19.9,Sunny
1212,25.28,77.6,290.03,4.33,Stormy
1213,20.01,94.48,16.96,1.2,Rainy
1214,23.05,82.9,93.57,0.57,Sunny
1215,32.97,62.31,198.28,12.15,Stormy
1216,33.81,63.81,224.59,3.92,Cloudy
1217,20.1,76.4,253.51,6.32,Rainy
1218,20.99,67.84,81.75,15.49,Sunny
1219,29.4,68.65,37.5,15.19,Cloudy
1220,20.11,83.87,190.87,15.1,Sunny
1221,34.32,79.4,283.5,3.64,Rainy
1222,27.14,60.23,253.92,9.51,Rainy
1223,29.09,90.64,178.78,15.48,Sunny
1224,29.87,70.36,13.01,18.35,Sunny
1225,28.49,69.01,285.85,7.9,Sunny
1226,26.23,68.12,35.99,10.01,Stormy
1227,30.52,94.79,216.15,19.72,Sunny
1228,29.65,76.03,255.44,5.56,Cloudy
1229,27.13,88.09,286.56,4.92,Rainy
1230,21.25,74.88,206.39,18.74,Stormy
1231,30.29,87.56,122.61,0.39,Rainy
1232,34.8,60.18,8.11,11.77,Stormy
1233,28.46,86.55,259.98,9.89,Stormy
1234,22.03,65.21,154.43,18.0,Rainy
1235,32.4,62.14,238.68,1.31,Sunny
1236,28.04,91.05,247.44,10.2,Cloudy
1237,23.26,92.99,70.25,12.93,Cloudy
1238,21.89,76.6,98.83,15.36,Stormy
1239,25.07,85.06,202.85,12.8,Stormy
1240,32.34,78.83,161.19,0.96,Stormy
1241,21.66,64.62,221.86,1.13,Cloudy
1242,23.25,78.96,98.66,15.16,Sunny
1243,21.11,92.26,256.83,12.45,Sunny
1244,22.53,81.27,263.13,1.95,Cloudy
1245,34.47,68.28,226.29,16.12,Stormy
1246,26.56,72.35,124.86,8.08,Sunny
1247,29.2,81.35,215.68,12.12,Cloudy
1248,20.03,63.23,59.02,7.46,Rainy
1249,34.44,84.72,69.0,8.45,Rainy
1250,26.35,78.76,200.91,16.09,Cloudy
1251,28.52,61.14,133.05,9.74,Stormy
1252,31.15,73.77,268.83,5.91,Rainy
1253,28.04,81.16,280.01,13.8,Cloudy
1254,24.58,66.72,128.73,19.8,Cloudy
1255,21.84,85.15,115.45,4.67,Rainy
1256,31.93,86.87,155.01,7.98,Cloudy
1257,33.92,89.2,188.52,7.34,Cloudy
1258,20.9,75.79,29.0,4.77,Sunny
1259,22.74,81.33,65.11,11.86,Sunny
1260,33.64,60.01,46.44,6.46,Sunny
1261,22.66,81.28,183.77,1.45,Stormy
1262,21.42,64.65,75.87,2.42,Cloudy
1263,30.26,68.81,125.06,2.01,Sunny
1264,32.73,84.06,57.07,9.96,Cloudy
1265,31.31,80.84,257.72,9.11,Sunny
1266,31.35,67.45,128.1,13.83,Rainy
1267,24.04,82.68,192.96,2.98,Sunny
1268,21.25,70.43,204.38,9.97,Stormy
1269,25.11,69.75,49.5,2.62,Stormy
1270,30.67,76.42,150.16,8.0,Rainy
1271,23.69,76.01,32.72,19.39,Stormy
1272,28.7,82.72,79.79,10.2,Rainy
1273,23.57,63.6,193.24,15.87,Cloudy
1274,22.7,83.32,47.0,10.65,Stormy
1275,20.61,65.49,201.04,19.82,Sunny
1276,22.91,89.92,155.41,12.5,Cloudy
1277,33.57,88.67,64.38,5.93,Sunny
1278,20.41,62.47,228.26,4.39,Cloudy
1279,30.14,78.05,120.71,9.25,Sunny
1280,22.59,76.18,136.28,7.03,Rainy
1281,31.4,86.62,139.45,6.27,Rainy
1282,30.84,83.33,10.78,3.12,Cloudy
1283,32.64,80.1,279.11,14.75,Stormy
1284,28.0,76.46,256.71,14.96,Stormy
1285,32.74,70.47,192.51,2.36,Sunny
1286,29.09,85.6,49.73,2.49,Cloudy
1287,30.51,67.24,220.96,2.1,Sunny
1288,27.26,92.14,1.06,2.61,Sunny
1289,29.46,93.95,14.09,3.86,Stormy
1290,27.6,70.98,154.44,11.26,Stormy
1291,33.4,66.04,128.45,4.88,Cloudy
1292,31.58,72.91,123.58,5.42,Rainy
1293,24.28,66.91,96.01,17.72,Stormy
1294,31.09,65.63,112.48,5.54,Stormy
1295,24.75,61.55,127.69,13.57,Cloudy
1296,23.38,69.67,292.52,8.09,Sunny
1297,31.98,66.45,220.33,2.47,Stormy
1298,27.95,88.23,160.12,8.52,Stormy
1299,33.15,83.41,99.21,10.53,Rainy
1300,24.08,87.46,143.58,19.6,Cloudy
1301,25.77,88.07,57.68,3.9,Rainy
1302,25.72,68.61,265.28,10.16,Stormy
1303,21.25,94.34,202.25,7.86,Sunny
1304,25.82,88.27,188.77,14.01,Sunny
1305,26.66,65.07,73.28,5.56,Stormy
1306,24.8,64.93,157.96,3.39,Stormy
1307,31.97,88.54,216.26,19.06,Stormy
1308,22.42,64.81,194.44,2.34,Cloudy
1309,21.29,85.77,223.6,6.72,Stormy
1310,28.75,93.82,72.67,5.38,Stormy
1311,29.2,61.51,160.79,10.93,Cloudy
1312,34.65,84.33,238.63,17.08,Cloudy
1313,21.24,82.29,237.76,7.68,Cloudy
1314,25.81,93.44,298.31,15.65,Cloudy
1315,24.8,61.16,104.69,12.32,Stormy
1316,26.62,74.15,158.4,13.97,Sunny
1317,29.17,84.43,37.25,18.7,Stormy
1318,22.07,88.18,95.74,14.69,Cloudy
1319,26.66,86.85,218.91,17.37,Stormy
1320,30.76,68.16,283.06,12.19,Cloudy
1321,27.44,84.81,40.96,9.22,Stormy
1322,30.52,92.37,52.49,0.4,Stormy
1323,29.95,66.18,124.24,10.77,Rainy
1324,21.14,94.91,46.0,10.67,Sunny
1325,21.68,64.46,181.94,13.42,Stormy
1326,23.19,85.08,241.44,11.27,Rainy
1327,24.99,75.76,78.39,7.37,Cloudy
1328,22.64,91.97,162.6,16.08,Rainy
1329,27.64,70.95,43.6,7.38,Cloudy
1330,25.22,63.51,25.36,1.0,Stormy
1331,31.58,72.33,106.88,7.22,Cloudy
1332,34.92,63.52,44.51,12.38,Stormy
1333,25.63,83.78,41.73,11.38,Cloudy
1334,26.57,94.4,20.82,4.48,Sunny
1335,21.28,75.24,125.66,1.59,Rainy
1336,27.61,92.85,174.65,6.53,Cloudy
1337,29.05,77.8,285.1,4.46,Cloudy
1338,24.58,72.02,211.92,14.99,Rainy
1339,26.55,78.93,124.63,11.32,Cloudy
1340,24.48,83.95,158.56,18.25,Sunny
1341,29.65,71.66,156.59,14.35,Stormy
1342,31.61,76.88,133.36,4.9,Stormy
1343,21.57,69.12,178.74,13.34,Rainy
1344,30.03,75.25,5.11,12.68,Cloudy
1345,30.82,69.45,36.55,19.63,Stormy
1346,26.6,85.89,160.57,4.16,Cloudy
1347,25.38,80.39,17.46,9.67,Rainy
1348,23.68,70.16,120.28,9.18,Rainy
1349,31.52,78.36,252.86,14.8,Cloudy
1350,26.41,68.77,33.05,16.58,Cloudy
1351,23.47,74.52,195.73,14.92,Rainy
1352,30.68,85.24,177.58,2.3,Rainy
1353,24.74,92.49,184.85,15.71,Rainy
1354,28.49,61.56,278.52,17.14,Rainy
1355,30.97,82.11,148.98,4.17,Stormy
1356,25.99,64.87,115.23,17.31,Sunny
1357,34.69,90.71,5.79,9.13,Sunny
1358,34.31,75.14,207.42,10.17,Stormy
1359,23.62,74.15,194.4,0.17,Rainy
1360,27.84,74.88,281.69,12.52,Stormy
1361,22.43,65.16,62.86,19.89,Stormy
1362,20.94,78.84,41.02,9.9,Stormy
1363,31.82,85.0,119.99,14.79,Rainy
1364,31.46,93.8,255.7,14.54,Stormy
1365,27.26,92.8,255.69,12.29,Stormy
1366,24.22,64.55,29.33,17.02,Rainy
1367,27.89,93.91,54.52,10.25,Stormy
1368,32.82,74.64,208.41,0.14,Stormy
1369,26.74,91.87,140.65,6.84,Rainy
1370,27.73,79.9,138.32,18.88,Rainy
1371,21.43,73.14,155.61,2.79,Sunny
1372,27.95,86.2,272.3,13.0,Stormy
1373,30.12,79.52,170.87,3.03,Cloudy
1374,23.96,61.54,76.39,3.88,Rainy
1375,31.2,70.09,141.31,6.29,Stormy
1376,22.56,65.96,175.95,11.27,Rainy
1377,32.61,88.78,95.93,14.44,Stormy
1378,26.82,62.51,90.56,2.59,Sunny
1379,23.86,85.77,230.98,8.33,Stormy
1380,32.62,77.0,96.14,1.71,Rainy
1381,22.99,92.92,0.38,5.65,Stormy
1382,26.19,92.19,281.44,9.02,Sunny
1383,25.48,83.41,270.74,17.63,Rainy
1384,25.71,87.56,46.21,13.79,Rainy
1385,25.4,82.45,199.82,2.07,Sunny
1386,27.9,62.73,64.94,0.32,Stormy
1387,22.59,94.02,19.87,10.54,Sunny
1388,22.49,76.8,240.75,10.94,Sunny
1389,20.21,67.04,52.37,14.78,Stormy
1390,27.52,68.37,7.71,18.98,Stormy
1391,29.77,64.17,224.62,0.9,Sunny
1392,26.78,67.12,49.39,17.0,Stormy
1393,33.68,69.1,46.23,17.58,Stormy
1394,26.75,66.04,171.53,2.95,Stormy
1395,27.84,79.92,231.75,16.53,Rainy
1396,30.01,74.76,119.82,10.55,Stormy
1397,20.86,91.73,129.44,7.09,Rainy
1398,34.03,66.85,54.18,0.8,Rainy
1399,31.91,92.52,210.39,15.49,Stormy
1400,27.77,82.3,119.03,1.85,Sunny
1401,29.01,91.93,285.04,5.25,Sunny
1402,28.28,88.82,92.11,2.94,Rainy
1403,28.44,87.62,298.69,3.85,Sunny
1404,29.38,88.47,250.89,4.72,Rainy
1405,20.48,88.48,109.74,12.61,Cloudy
1406,25.98,91.98,94.23,10.76,Sunny
1407,33.39,61.5,244.69,5.81,Cloudy
1408,22.42,94.96,101.95,11.58,Stormy
1409,22.9,75.3,62.05,7.49,Cloudy
1410,28.92,71.67,28.85,5.28,Stormy
1411,25.49,83.8,204.19,19.98,Stormy
1412,21.17,73.23,264.46,12.28,Sunny
1413,34.55,94.32,133.35,6.57,Rainy
1414,21.28,60.03,159.74,18.98,Cloudy
1415,32.62,85.72,90.36,19.21,Sunny
1416,32.7,71.14,173.62,10.84,Cloudy
1417,25.73,73.85,204.97,14.92,Rainy
1418,22.82,83.92,183.32,17.43,Sunny
1419,20.89,89.2,163.94,9.71,Rainy
1420,28.98,70.38,179.7,10.76,Rainy
1421,23.01,70.27,188.38,6.56,Rainy
1422,27.05,76.25,267.34,0.74,Sunny
1423,32.98,92.63,18.77,9.17,Cloudy
1424,34.94,71.1,123.23,17.87,Rainy
1425,33.88,68.04,266.18,14.76,Stormy
1426,27.19,78.55,145.27,6.21,Rainy
1427,34.36,66.1,153.72,13.21,Stormy
1428,28.79,84.48,65.73,4.24,Cloudy
1429,22.88,63.19,160.43,1.56,Rainy
1430,25.7,77.75,193.2,12.31,Rainy
1431,25.12,60.64,152.14,16.57,Cloudy
1432,22.55,68.02,141.7,4.98,Sunny
1433,31.83,60.7,84.98,8.89,Rainy
1434,31.51,88.49,272.9,6.79,Stormy
1435,26.5,76.66,275.61,15.44,Cloudy
1436,26.91,77.31,119.81,3.59,Sunny
1437,30.14,69.8,134.5,11.62,Cloudy
1438,26.36,93.85,126.18,3.69,Rainy
1439,30.68,89.46,118.51,16.27,Stormy
1440,26.39,70.91,161.56,2.21,Cloudy
1441,29.79,70.74,125.54,17.72,Rainy
1442,25.83,76.73,258.91,4.55,Cloudy
1443,30.69,90.88,59.47,0.38,Cloudy
1444,24.11,83.8,69.37,4.57,Sunny
1445,21.62,76.87,127.45,11.66,Rainy
1446,24.66,64.09,217.04,10.08,Stormy
1447,26.86,67.42,234.72,0.66,Stormy
1448,31.56,81.36,145.62,10.19,Sunny
1449,30.73,82.99,164.97,16.79,Stormy
1450,28.73,74.48,9.39,10.33,Stormy
1451,25.93,66.55,237.75,5.59,Rainy
1452,22.54,71.4,121.22,11.39,Rainy
1453,24.65,61.45,150.82,5.7,Cloudy
1454,21.28,78.78,272.24,2.99,Cloudy
1455,20.06,86.87,293.59,6.28,Cloudy
1456,32.44,89.0,54.59,14.49,Cloudy
1457,22.8,63.99,8.26,2.9,Sunny
1458,27.79,73.45,130.86,17.25,Stormy
1459,32.65,83.23,185.9,9.75,Sunny
1460,25.31,70.67,1.42,11.35,Stormy
1461,20.27,65.91,235.8,2.7,Cloudy
1462,32.39,63.66,135.93,3.78,Sunny
1463,27.4,78.74,108.21,16.56,Cloudy
1464,24.95,64.87,118.08,15.53,Rainy
1465,25.68,62.16,287.96,1.38,Stormy
1466,28.58,94.43,61.55,3.68,Rainy
1467,25.7,75.71,59.75,3.6,Sunny
1468,31.4,68.81,273.97,14.51,Sunny
1469,26.76,65.48,122.82,9.63,Rainy
1470,22.88,94.55,271.52,1.78,Sunny
1471,20.53,87.6,122.26,5.98,Rainy
1472,27.49,76.18,165.18,16.7,Stormy
1473,28.57,72.66,6.08,7.15,Sunny
1474,23.91,73.35,264.5,14.27,Stormy
1475,33.97,65.58,196.34,18.84,Sunny
1476,22.75,78.85,159.01,18.69,Stormy
1477,22.53,67.05,170.28,8.01,Cloudy
1478,34.94,67.89,200.65,4.56,Cloudy
1479,25.09,76.38,281.96,0.21,Rainy
1480,20.53,84.34,60.08,5.59,Rainy
1481,25.39,85.62,175.11,19.9,Stormy
1482,27.2,73.62,163.33,18.09,Cloudy
1483,34.72,86.92,108.04,17.03,Sunny
1484,23.17,78.07,1.18,15.94,Rainy
1485,29.27,79.78,222.53,6.92,Cloudy
1486,33.23,62.22,2.3,2.49,Sunny
1487,21.6,81.94,179.53,18.85,Rainy
1488,33.19,68.44,110.46,3.33,Rainy
1489,21.06,80.06,99.77,10.08,Cloudy
1490,21.5,71.4,102.5,6.46,Stormy
1491,24.17,72.29,183.9,19.35,Cloudy
1492,25.74,69.41,115.02,18.92,Stormy
1493,26.57,79.93,55.0,5.33,Stormy
1494,20.96,69.75,17.56,2.91,Stormy
1495,27.42,84.55,127.45,9.9,Cloudy
1496,33.01,82.73,254.31,10.27,Stormy
1497,30.2,71.98,123.54,14.95,Cloudy
1498,31.23,91.06,150.32,7.81,Cloudy
1499,26.47,76.13,16.8,1.97,Stormy
1500,23.38,91.22,45.18,1.3,Stormy
1501,22.87,61.27,107.94,3.94,Rainy
1502,33.07,88.15,106.14,8.92,Rainy
1503,24.28,90.26,271.04,1.56,Cloudy
1504,20.37,94.39,231.88,15.88,Rainy
1505,23.98,92.19,43.88,4.66,Rainy
1506,21.09,84.53,154.55,18.69,Cloudy
1507,34.12,82.06,160.95,1.6,Rainy
1508,21.77,67.67,200.7,7.05,Cloudy
1509,34.19,94.08,241.95,0.08,Stormy
1510,30.73,69.99,142.81,13.35,Rainy
1511,21.84,73.57,123.77,3.39,Stormy
1512,22.7,66.6,36.23,3.36,Rainy
1513,21.79,81.3,167.66,10.85,Rainy
1514,24.95,86.94,182.8,12.41,Sunny
1515,20.13,64.39,111.8,18.46,Sunny
1516,33.35,76.65,253.24,11.06,Rainy
1517,20.06,68.34,18.9,19.46,Cloudy
1518,32.27,65.42,245.65,16.34,Stormy
1519,31.03,79.98,136.89,12.54,Stormy
1520,20.33,67.96,190.01,5.92,Rainy
1521,34.16,67.32,83.14,18.54,Stormy
1522,32.41,77.95,210.91,17.51,Stormy
1523,26.61,66.78,16.96,12.78,Sunny
1524,29.49,73.2,276.68,7.14,Stormy
1525,30.92,69.3,287.27,1.75,Rainy
1526,20.71,81.0,197.64,19.41,Rainy
1527,32.33,76.75,4.93,14.13,Rainy
1528,28.95,83.84,196.33,18.28,Cloudy
1529,28.25,88.45,198.83,13.52,Stormy
1530,26.58,60.37,262.4,0.37,Rainy
1531,21.45,71.5,155.87,14.43,Stormy
1532,27.73,91.97,87.89,18.67,Sunny
1533,31.12,76.2,7.3,1.06,Sunny
1534,34.32,77.98,112.2,16.31,Stormy
1535,31.81,82.23,195.78,17.94,Cloudy
1536,30.98,65.77,177.5,16.35,Rainy
1537,25.63,75.84,203.75,6.75,Cloudy
1538,30.02,66.36,208.54,5.81,Cloudy
1539,27.02,68.5,20.28,4.65,Sunny
1540,25.86,93.57,128.26,13.12,Stormy
1541,27.31,61.29,12.64,12.81,Cloudy
1542,32.69,88.97,23.96,6.6,Stormy
1543,34.37,70.0,202.02,10.78,Sunny
1544,34.61,77.59,115.76,17.11,Stormy
1545,23.49,64.18,215.98,9.62,Stormy
1546,33.65,68.16,89.4,9.11,Sunny
1547,26.07,78.94,96.9,7.05,Stormy
1548,27.58,67.37,104.82,6.12,Sunny
1549,24.8,61.74,202.84,2.34,Rainy
1550,27.61,80.99,87.37,10.58,Rainy
1551,23.66,69.23,79.04,14.78,Rainy
1552,20.29,84.27,199.79,16.34,Rainy
1553,32.88,78.64,142.38,9.16,Cloudy
1554,34.61,60.7,135.3,4.88,Cloudy
1555,33.05,65.71,90.63,16.09,Sunny
1556,33.8,93.72,134.63,19.54,Stormy
1557,22.84,75.16,69.94,16.72,Rainy
1558,27.38,75.38,66.74,13.51,Cloudy
1559,33.37,81.73,279.8,2.31,Sunny
1560,24.8,89.73,18.55,16.21,Cloudy
1561,32.62,74.44,43.1,10.66,Rainy
1562,22.93,76.84,27.44,14.43,Cloudy
1563,29.22,68.09,86.29,18.2,Stormy
1564,22.98,86.77,132.03,15.46,Sunny
1565,26.75,92.97,55.44,2.76,Rainy
1566,22.53,86.52,299.06,19.06,Stormy
1567,22.02,79.56,229.07,17.6,Rainy
1568,20.92,72.45,71.66,13.55,Cloudy
1569,24.36,64.57,268.37,8.95,Stormy
1570,22.98,65.58,125.13,8.92,Cloudy
1571,26.16,68.07,240.08,0.57,Rainy
1572,24.09,60.71,107.35,7.28,Sunny
1573,29.62,88.72,176.87,8.67,Sunny
1574,28.54,65.07,50.34,15.36,Stormy
1575,28.59,71.89,179.51,13.78,Stormy
1576,24.55,69.24,278.3,2.44,Rainy
1577,33.94,89.72,110.21,5.45,Sunny
1578,32.01,90.85,251.2,3.76,Cloudy
1579,26.89,67.19,116.06,3.94,Cloudy
1580,25.37,92.61,242.83,4.2,Stormy
1581,20.29,88.21,292.6,2.97,Rainy
1582,21.76,60.77,19.04,13.35,Sunny
1583,31.55,74.41,205.71,1.56,Cloudy
1584,22.21,79.8,216.85,4.98,Cloudy
1585,28.18,62.08,156.26,19.13,Cloudy
1586,31.41,79.36,123.73,9.54,Sunny
1587,34.47,93.55,260.41,7.37,Cloudy
1588,28.19,76.98,167.77,6.88,Sunny
1589,31.59,74.92,97.49,3.54,Stormy
1590,28.39,78.49,10.73,0.03,Cloudy
1591,26.47,80.63,131.74,18.06,Cloudy
1592,21.38,84.63,251.41,19.9,Rainy
1593,28.76,76.02,92.24,12.77,Stormy
1594,34.95,84.57,158.17,1.49,Sunny
1595,29.12,78.45,98.59,9.11,Stormy
1596,33.5,79.19,207.74,14.94,Cloudy
1597,33.98,85.44,85.24,0.6,Cloudy
1598,20.01,75.83,214.53,16.58,Rainy
1599,22.51,65.39,290.61,5.34,Stormy
1600,29.01,62.91,42.45,15.23,Stormy
1601,24.38,79.7,73.65,4.37,Stormy
1602,34.01,61.26,126.97,8.15,Cloudy
1603,22.92,92.58,247.61,17.76,Stormy
1604,23.02,93.78,255.81,6.82,Sunny
1605,25.6,85.45,157.43,10.68,Cloudy
1606,30.54,83.74,45.11,14.26,Stormy
1607,32.44,60.88,262.64,6.92,Sunny
1608,33.69,68.18,102.28,15.67,Sunny
1609,26.3,81.84,193.36,3.05,Rainy
1610,22.67,63.45,226.99,16.58,Stormy
1611,31.97,80.16,119.1,4.84,Sunny
1612,24.71,85.38,128.51,16.9,Sunny
1613,29.74,79.39,94.49,11.59,Sunny
1614,33.58,83.09,210.45,15.64,Rainy
1615,29.54,69.54,8.51,12.0,Stormy
1616,27.49,81.59,105.18,3.89,Sunny
1617,24.77,65.3,91.55,18.29,Cloudy
1618,25.32,94.31,239.44,12.86,Cloudy
1619,33.55,65.75,287.83,1.81,Cloudy
1620,33.47,93.38,161.18,6.56,Stormy
1621,20.8,70.45,178.72,5.34,Sunny
1622,31.69,94.39,148.96,3.4,Cloudy
1623,30.82,82.23,126.11,17.35,Cloudy
1624,24.33,69.68,114.03,5.37,Cloudy
1625,28.76,67.11,129.02,17.2,Stormy
1626,28.09,88.76,37.74,3.15,Cloudy
1627,32.56,65.39,50.07,18.56,Sunny
1628,21.51,80.2,183.41,7.97,Cloudy
1629,20.79,69.43,196.29,16.79,Sunny
1630,21.18,84.86,181.86,10.32,Stormy
1631,31.92,64.4,203.26,3.43,Cloudy
1632,22.36,76.66,3.15,15.97,Cloudy
1633,27.03,81.74,231.6,3.68,Rainy
1634,23.81,85.55,39.92,14.49,Cloudy
1635,34.67,71.86,169.95,10.2,Sunny
1636,26.42,93.51,68.97,19.6,Rainy
1637,20.47,77.08,153.36,7.24,Cloudy
1638,31.78,80.47,213.16,2.28,Cloudy
1639,25.63,88.31,212.52,5.05,Rainy
1640,25.97,91.46,7.32,0.36,Stormy
1641,22.81,67.78,22.34,2.64,Sunny
1642,26.61,68.89,53.12,16.43,Sunny
1643,32.91,92.0,133.95,8.38,Cloudy
1644,32.42,92.14,197.17,14.97,Rainy
1645,25.46,87.16,17.48,19.02,Sunny
1646,25.1,86.03,139.98,5.04,Sunny
1647,23.82,73.98,9.42,1.23,Rainy
1648,24.12,76.67,269.15,2.32,Stormy
1649,23.05,60.68,95.48,12.95,Rainy
1650,20.57,65.74,283.9,17.56,Sunny
1651,21.04,83.92,266.24,16.69,Rainy
1652,24.94,62.61,178.63,16.44,Stormy
1653,33.01,60.84,204.74,9.31,Rainy
1654,31.44,71.42,125.15,14.0,Stormy
1655,23.44,65.58,115.81,6.02,Cloudy
1656,29.02,78.26,167.45,7.05,Sunny
1657,25.06,66.22,89.95,11.49,Cloudy
1658,29.93,93.27,158.82,17.55,Sunny
1659,32.86,85.47,226.82,11.21,Stormy
1660,25.4,65.18,183.32,1.5,Cloudy
1661,21.89,62.52,163.71,11.54,Rainy
1662,28.82,65.78,55.1,19.92,Sunny
1663,21.26,87.19,261.87,17.98,Stormy
1664,31.99,87.18,246.14,0.66,Stormy
1665,33.89,70.05,142.85,16.21,Stormy
1666,27.65,61.54,151.61,1.31,Stormy
1667,30.59,79.66,251.41,3.59,Rainy
1668,30.16,92.17,99.77,17.35,Stormy
1669,26.57,63.99,256.32,18.85,Stormy
1670,30.28,70.46,219.02,9.33,Cloudy
1671,20.96,84.91,133.26,10.03,Rainy
1672,34.39,91.54,10.18,18.57,Rainy
1673,27.99,65.31,134.0,6.11,Rainy
1674,31.65,76.83,117.43,14.27,Rainy
1675,24.52,91.89,295.42,4.52,Rainy
1676,21.26,69.76,182.35,3.14,Rainy
1677,27.1,74.09,153.18,18.09,Rainy
1678,26.35,89.26,85.22,17.31,Sunny
1679,27.96,87.21,19.45,4.67,Cloudy
1680,20.41,65.85,250.78,5.19,Cloudy
1681,27.51,84.79,26.13,0.35,Stormy
1682,26.17,67.61,258.85,7.78,Cloudy
1683,33.79,84.93,157.58,10.12,Cloudy
1684,32.23,71.11,101.94,2.58,Rainy
1685,32.62,73.16,147.99,2.05,Sunny
1686,28.0,80.66,63.75,14.9,Rainy
1687,24.23,72.05,74.29,19.48,Sunny
1688,33.52,62.45,164.19,13.93,Rainy
1689,25.63,94.4,38.24,12.75,Stormy
1690,33.13,76.75,220.81,10.61,Sunny
1691,20.02,78.02,162.24,8.49,Rainy
1692,26.43,63.36,6.41,3.58,Stormy
1693,33.14,87.97,193.06,0.26,Sunny
1694,26.62,86.26,42.71,12.76,Rainy
1695,22.2,68.71,58.33,18.25,Sunny
1696,27.81,74.54,208.8,11.18,Stormy
1697,23.83,89.02,22.69,19.45,Rainy
1698,24.35,61.02,220.07,13.98,Sunny
1699,32.78,68.33,152.61,8.98,Stormy
1700,22.57,60.39,177.62,13.93,Stormy
1701,26.42,84.04,281.15,8.36,Rainy
1702,30.89,68.28,114.39,17.94,Rainy
1703,28.79,89.77,6.75,6.9,Sunny
1704,26.24,65.73,193.62,10.6,Rainy
1705,29.77,77.02,261.35,3.13,Rainy
1706,31.82,86.36,174.08,19.55,Rainy
1707,25.66,64.04,206.52,17.83,Rainy
1708,27.83,61.29,29.14,10.46,Sunny
1709,26.03,72.97,174.41,13.52,Sunny
1710,33.72,88.3,21.65,9.68,Stormy
1711,24.03,71.49,194.84,19.5,Cloudy
1712,32.61,67.66,233.16,17.14,Cloudy
1713,31.68,75.21,55.14,16.1,Stormy
1714,24.68,71.72,191.83,5.51,Stormy
1715,21.82,78.45,4.61,10.82,Cloudy
1716,29.13,93.12,192.6,2.83,Sunny
1717,24.42,77.59,167.83,10.66,Cloudy
1718,33.36,63.42,55.83,11.43,Stormy
1719,27.25,87.49,42.0,3.78,Sunny
1720,33.97,63.42,98.62,17.39,Cloudy
1721,34.15,72.26,5.36,7.58,Rainy
1722,25.49,75.58,18.99,9.59,Sunny
1723,21.34,82.51,264.43,13.01,Rainy
1724,20.48,64.67,52.64,10.44,Stormy
1725,30.75,77.71,200.07,10.24,Cloudy
1726,33.18,78.15,134.36,1.7,Rainy
1727,30.86,81.42,191.01,12.6,Stormy
1728,23.6,88.88,20.8,7.53,Stormy
1729,27.55,76.27,133.06,1.48,Rainy
1730,31.75,65.7,137.15,18.13,Sunny
1731,33.76,65.82,2.7,6.1,Cloudy
1732,32.62,80.41,57.19,4.56,Stormy
1733,25.88,81.66,183.82,8.98,Cloudy
1734,21.62,90.05,168.47,1.16,Cloudy
1735,30.78,72.78,187.27,11.76,Cloudy
1736,21.64,85.81,282.0,2.93,Stormy
1737,31.57,62.2,87.05,7.87,Sunny
1738,34.26,77.52,218.96,11.79,Stormy
1739,26.0,86.71,110.45,0.55,Rainy
1740,24.02,69.21,276.46,1.3,Sunny
1741,28.64,65.55,63.25,16.79,Cloudy
1742,31.19,94.98,17.61,15.28,Rainy
1743,21.42,62.48,25.95,5.15,Cloudy
1744,29.68,76.43,21.97,5.72,Rainy
1745,30.82,70.22,266.51,12.63,Cloudy
1746,34.44,83.09,32.91,5.2,Stormy
1747,21.54,75.25,106.29,16.97,Stormy
1748,29.9,94.45,45.57,8.08,Stormy
1749,20.16,91.75,37.58,13.12,Sunny
1750,22.29,76.47,286.16,10.19,Rainy
1751,21.13,64.56,45.14,18.13,Rainy
1752,31.84,94.46,97.43,8.84,Rainy
1753,32.44,79.78,104.31,3.34,Sunny
1754,20.23,80.61,129.26,11.47,Rainy
1755,31.54,79.31,219.4,19.89,Stormy
1756,28.37,67.03,258.01,3.92,Sunny
1757,31.58,81.6,70.69,14.44,Sunny
1758,30.9,64.94,230.42,12.94,Sunny
1759,20.29,77.75,205.87,11.06,Stormy
1760,33.09,94.36,229.75,16.02,Rainy
1761,30.05,79.09,201.64,0.22,Rainy
1762,30.79,86.01,124.73,4.02,Cloudy
1763,21.74,90.3,212.9,1.98,Stormy
